Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Action, Horror, TV Movie",en,2008-01-01,5.8,overlord; super; vampire,Blade: House of Chthon
"Documentary, Adventure",en,2018-09-28,7.9,safety; climbing; feat,Free Solo
"Western, Action, Thriller, Drama",en,2015-05-15,6.7,gunman; teams; west,Slow West
"Drama, Crime",en,2000-06-30,7.9,troubles; little; genetic,Dancer in the Dark
"Action, Drama",ko,2004-08-12,7.2,different; went; defeating,Fighter in the Wind
Drama,en,2018-04-06,6.5,phenom; recruited; terron,Amateur
Drama,ko,2012-06-06,5.9,desire; survive; exposed,The Concubine
"Drama, Thriller, Crime, Romance",fr,2005-04-01,6.2,claudio; anthony; chasing,Anthony Zimmer
"Drama, Romance",fr,1967-05-24,7.4,housewife; normal; secretive,Belle de Jour
"Drama, Thriller",en,2016-12-16,5.3,clever; architect; married,A Kind of Murder
"Music, Drama",en,2004-01-30,6.3,suburban; hip-hop; party,You Got Served
"Animation, Adventure, Family",es,2017-09-01,7.7,under; obligated; beach,Ana & Bruno
"Drama, Family, Fantasy, Romance",en,2002-10-11,6.6,greater; adventure; loving,Tuck Everlasting
Drama,en,2018-06-20,7.4,marriage; sean; claim,The Work Wife
"Comedy, Drama",en,2016-10-27,6.4,male; come; terms,3 Generations
"Action, Comedy, Science Fiction, Romance, Drama",ja,2008-05-31,7.3,interest; moment; real,Cyborg She
"Comedy, Drama, Romance",en,2002-04-11,6.3,play; convinces; skills,Bend It Like Beckham
"Thriller, Drama, Horror",en,2014-03-20,5.7,couple; hike; lost,Backcountry
"Comedy, Romance",es,2013-10-05,7.1,move; or; rachel's,Pulling Strings
"Drama, Comedy",fr,2017-11-22,7.1,university; provocative; suburb,Le Brio
"Comedy, Drama, Romance",en,2007-11-29,5.1,fix; relationships; sex,Sex and Breakfast
"Drama, Romance",nl,1973-02-22,7.0,romance; eric; beautiful,Turkish Delight
"Action, Adventure, Drama, Romance",sv,2007-12-25,6.2,land; penance; templar,Arn: The Knight Templar
"Thriller, Drama",en,2013-10-13,6.5,memories; enter; determine,Anna
"Drama, Thriller",fr,2013-02-17,5.7,fsb; bank; russian,Möbius
"Animation, Action, Fantasy, Science Fiction",ja,2011-10-25,6.0,quon; others; powers,Towa no Quon 6: Eternal Quon
"Comedy, Fantasy",en,2017-08-27,5.2,he's; request; discover,The Sex Trip
"Comedy, Crime",en,1955-12-08,7.2,classical; under; rent,The Ladykillers
"Comedy, Romance",en,2004-09-13,6.2,final; peter; expects,Wimbledon
"History, Horror",en,2018-10-26,5.7,evil; led; greater,The Convent
Drama,it,2017-09-18,7.2,born; towards; serious,The Music of Silence
Drama,es,2016-09-29,4.8,same; parenthood; ladies,Los Modernos
"Comedy, Romance, Music",ru,1967-04-01,8.0,written; search; deceitful,"Kidnapping, Caucasian Style"
"Drama, Family, Romance",en,2006-10-10,5.5,requires; delacroix; monique,Save the Last Dance 2
"Action, Comedy, Crime",ko,2019-01-23,7.1,so; its; so,Extreme Job
"TV Movie, Drama, History",en,2021-05-29,6.8,implacable; israelis; committed,Oslo
"Animation, Comedy",en,2002-10-21,6.8,tries; going; things,Gone Nutty
"Drama, Romance, Adventure, Action",en,2006-04-07,6.7,(franco); throne; feuding,Tristan & Isolde
"Animation, Action, Science Fiction",ja,2004-04-17,6.7,society; third; facade,Appleseed
"Comedy, Western",en,1969-03-26,7.0,meals; australia; sign,Support Your Local Sheriff!
"Thriller, Mystery",en,2018-02-16,4.7,thriller; strange; mirror,Looking Glass
"Horror, Action, Thriller",en,2012-05-29,4.0,aware; already; confederate,Abraham Lincoln vs. Zombies
"Thriller, Horror",en,2014-08-27,4.9,realize; colombia; plant,Out of the Dark
"Drama, Romance",fr,1973-11-01,5.9,contemplates; pope; 'erzsebet,Immoral Tales
"Horror, Thriller",en,1996-10-25,5.9,gypsy; draws; closer,Thinner
"Drama, History",en,1964-03-11,7.2,cleric; pious; job,Becket
"Science Fiction, Romance",en,1984-12-13,6.8,government; alien; wisconsin,Starman
"Horror, Thriller, Science Fiction",en,1999-03-11,5.6,making; twenty-two; power,The Rage: Carrie 2
"Family, Comedy",en,1998-07-14,5.4,lethal; he's; doors,Dennis the Menace Strikes Again!
"Comedy, Romance, Drama",en,2019-11-07,7.3,making; store; elf,Last Christmas
"Action, Drama, Thriller, Mystery",en,2010-06-01,4.9,fbi; he’ll; no,The Stranger
"Adventure, Comedy, Romance",en,1963-08-24,6.1,tom; sophie; sophie,Tom Jones
"Drama, Action, History, Thriller",cn,2010-09-01,6.6,mafia; stranger; everyone,Legend of the Fist: The Return of Chen Zhen
"Crime, Drama, Thriller",en,1991-02-01,8.3,case; interview; behind,The Silence of the Lambs
"Family, Comedy",en,2007-08-08,4.8,offer; experience; son,Daddy Day Camp
"Family, Comedy",en,2003-09-19,7.2,stir; men's; boy,Secondhand Lions
Romance,ko,2020-04-10,8.5,hyun-jin; relationship; lifetime?,Pizza Dare 1
"Crime, Drama",en,2009-06-26,7.7,car; niece; enters,The Stoning of Soraya M.
Drama,el,1964-12-14,7.5,alexis; matter; traveling,Zorba the Greek
"Comedy, Drama, Romance",en,2007-09-05,5.7,marriage; finished; work,Young People Fucking
"Mystery, Thriller",ko,2021-04-21,6.8,loss; chilling; surveillance,Recalled
"Comedy, Science Fiction",en,2016-08-28,7.5,america:; thor; captain,Team Thor: Part 1
"Horror, Science Fiction, Thriller",en,2012-09-13,5.7,could; sky; human,The Bay
Drama,en,2005-09-09,6.7,he's; day; opened,An Unfinished Life
"Comedy, War",en,1939-11-03,6.4,foreign; discovers; plane,The Flying Deuces
"Adventure, Romance",en,1952-07-31,6.9,joins; walter; robin,Ivanhoe
"Action, Adventure, Crime, Thriller",en,2000-06-15,5.9,he's; john; york,Shaft
"Comedy, Drama",ja,2015-05-01,7.4,considered; kudō; japan,Flying Colors
"Drama, Action, History, Thriller",en,2005-12-23,7.1,known; terrorist; israeli,Munich
"Drama, Romance",da,1996-05-13,7.5,give; convinces; living,Breaking the Waves
"Drama, Action, Thriller, Mystery",en,1994-02-11,5.6,mccoy; off; so,The Getaway
"War, Drama",sr,2021-02-26,7.6,horizon; move; looking,"Where are you going, Aida?"
"Drama, Comedy",es,2017-06-09,6.6,challenges; numerous; we,Skins
"Horror, Thriller",en,2022-01-28,5.0,vanishes; question; dracula,Dracula: The Original Living Vampire
Drama,hu,2000-07-12,7.9,outcome; foreigners; disturbs,Werckmeister Harmonies
"Music, Drama",en,2010-03-19,6.4,impresario; frontwomen; jett,The Runaways
"Action, Science Fiction",ja,1989-12-16,7.2,cells; (anti-nuclear; attack,Godzilla vs. Biollante
"Adventure, Fantasy, TV Movie",en,2001-01-01,6.8,they've; fulfill; lands,Voyage of the Unicorn
"Fantasy, Adventure, Comedy",cn,1995-01-21,7.4,king; monkey; immortality),A Chinese Odyssey Part One: Pandora's Box
"Science Fiction, Action, Comedy, Horror",en,1984-05-01,6.4,boy; junko; toxic,The Toxic Avenger
Drama,es,2007-06-14,6.9,regarding; 15-year-old; boy,XXY
War,ko,2010-06-16,7.4,nkpa's; 71:; civil,71: Into the Fire
"History, Action, Drama, War",ru,2016-11-24,7.0,advance; standard; fight,Panfilov's 28 Men
"Animation, Drama, Fantasy",ja,1973-06-30,7.4,wedding; devil; proceeds,Belladonna of Sadness
"Horror, Mystery, Thriller, TV Movie",en,1990-11-10,5.6,abusive; matricide; commit,Psycho IV – The Beginning
Horror,en,2018-02-13,5.2,david; carter; may,Hellraiser: Judgment
"Thriller, Action",en,2014-09-29,6.0,hunts; brandon; assassinated,Sniper: Legacy
"Horror, Comedy",en,2009-03-16,5.3,vampires; sacrifice; send,Lesbian Vampire Killers
"Adventure, Science Fiction, Action",en,1984-07-13,6.6,starfighters; game; another,The Last Starfighter
"Action, Thriller",en,2011-11-22,5.2,intention; bank; mom,Carjacked
"Comedy, Romance, War",it,1991-01-31,7.6,themselves; greek; little,Mediterraneo
"Horror, Science Fiction, Action",en,2015-03-27,5.2,zombie; infested; fight,Dead Rising: Watchtower
"Comedy, Drama, Romance",en,2015-09-02,6.7,course; helps; meets,Before We Go
"Adventure, Comedy, Family",fr,2012-04-03,5.2,believe; surprise; guide,HOUBA! On the Trail of the Marsupilami
"Drama, Horror",en,2012-09-12,6.2,alienated; insane; fitting,Excision
"Comedy, Action",en,2005-02-25,5.7,sharp; texas; women,Man of the House
"Drama, Comedy, Romance",fr,2006-12-13,6.4,lowly; catch; beautiful,Priceless
"Adventure, Action, Thriller, Science Fiction",en,2009-04-28,6.3,sets; girlfriend; logan,X-Men Origins: Wolverine
"Drama, Family",en,2018-03-08,6.8,australia; dad; high,Going for Gold
"Animation, Comedy",ja,2001-04-21,8.1,abandon; rescue; 20th-century,Crayon Shin-chan: Fierceness That Invites Storm! The Adult Empire Strikes Back
"Drama, TV Movie",en,2011-11-27,6.6,declines; especially; visit,Have a Little Faith
"Drama, Thriller, Romance",en,1993-01-15,4.9,millionaire; prosecute; dulaney,Body of Evidence
"Drama, Romance",en,2019-03-07,5.9,arnold; nights; straight-laced,Gloria Bell
"Thriller, TV Movie",en,2021-02-13,7.0,daughter; perfect; behind,Death Saved My Life
"Horror, Thriller",en,2012-09-21,5.8,murdered; befriends; door,House at the End of the Street
"Drama, War",en,1930-04-29,7.8,evil; horror; eventually,All Quiet on the Western Front
Comedy,de,2017-10-26,6.1,education; politically; successful,Suck Me Shakespeer 3
Action,zh,2016-07-15,6.7,bodyguard; jiang; once,The Bodyguard
"Drama, Thriller",en,2016-11-11,5.6,pretending; realizes; track,Come and Find Me
"Crime, Mystery, Thriller, Horror",en,1980-02-15,6.4,burns; leather; rules,Cruising
"Horror, Fantasy, Science Fiction",en,1989-10-12,5.8,later; maker; marionettes,Puppet Master
"Family, Animation, Comedy, Mystery",en,2012-10-22,7.9,gang; circus; scooby,Big Top Scooby-Doo!
"Drama, Crime",en,1978-08-31,7.6,30; prison; hayes,Midnight Express
"Adventure, Drama",en,1985-08-30,6.5,mercenaries; hole; noble's,Flesh + Blood
"Comedy, Romance",cn,1993-04-17,5.1,summer; beautiful; exotic,Crazy Love
"Horror, Mystery",en,2018-08-30,6.4,boarding; old; mansion,Boarding School
"Horror, Comedy",en,2012-03-28,4.1,medieval; college; break,Girls Gone Dead
Horror,en,2019-09-05,5.8,reserve; crow; except,Blood Quantum
"Action, Science Fiction, Fantasy",ja,2001-12-15,7.5,rise; investigates; admiral,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack"
"Drama, Romance, Crime",en,2019-11-27,7.2,date; traffic; infraction,Queen & Slim
"Horror, Thriller",en,2016-05-13,4.8,grand; presence; supernatural,The Darkness
"Comedy, Music",en,2008-08-20,6.0,second; asked; teenage,The Rocker
"Comedy, Crime",en,1987-03-01,7.0,another; couple; anticipated,Raising Arizona
"Animation, Action, Science Fiction",en,2016-07-24,6.5,bash; mechs; heroes,Batman Unlimited: Mechs vs. Mutants
"Fantasy, Romance, Science Fiction, Drama, Adventure, Family",de,2014-08-14,7.2,just; gideon; figuring,Sapphire Blue
Action,ko,2020-08-05,6.8,bloody; contract; experience,Deliver Us from Evil
"Action, Thriller, Drama, Crime",en,2009-02-03,6.2,finding; destabilize; laundering,The International
"Documentary, TV Movie",en,2019-01-18,6.9,promised; sandwiches; yachts,Fyre
"Drama, Comedy",en,2000-02-16,5.3,toward; particularly; trio,Hanging Up
"Action, Adventure, Crime, Drama, Thriller",en,1941-01-23,7.1,roy; swing; gets,High Sierra
"Drama, History, Music",en,2008-12-05,7.2,chicago; violence; roll,Cadillac Records
"Drama, Mystery, Thriller",en,2005-08-31,7.0,killed; gone; thrusting,The Constant Gardener
"Comedy, Drama",en,2015-09-11,5.9,campaign; focuses; feature,Our Brand Is Crisis
"Thriller, Crime",es,2018-09-07,5.6,forever; do; everything,When Angels Sleep
Drama,en,2018-03-01,6.8,inspiring; patients; class,55 Steps
"Comedy, Crime",en,2022-03-11,0.0,loot; than; hidden,Sideshow
"Science Fiction, Action, Adventure",en,2018-08-20,5.2,fears; discover; dinosaurs,Jurassic Galaxy
"Family, Comedy, Fantasy",en,2020-11-20,6.7,it's; kris; off,Noelle
Horror,en,2009-08-30,5.0,behind; halloween; infamous,Night of the Demons
"Drama, Music, Horror, Thriller",en,2018-09-20,6.7,norwegian; teenager's; 1990s,Lords of Chaos
"Action, Drama, Thriller",en,1998-01-30,5.9,police; son's; perfect,Desperate Measures
"Drama, Comedy, Romance",en,2003-12-12,6.6,little; erica; like,Something's Gotta Give
"Comedy, Drama, War",en,1970-02-18,7.0,field; face; jinks,M*A*S*H
"Horror, Thriller",en,2018-02-21,6.3,mental; institution; confronted,Unsane
"Documentary, Music",ko,2018-11-15,8.9,successful; movie; reveal,Burn the Stage: The Movie
Comedy,en,1986-02-14,6.3,snickers; fellow; football,Wildcats
"Crime, Drama, Thriller",en,2009-09-12,6.5,held; man's; exchange,The Disappearance of Alice Creed
"Comedy, Romance",en,2011-10-08,6.0,little; palm; ex-boyfriend,Eating Out: The Open Weekend
"Comedy, Romance",en,1994-04-22,5.2,unforgettable; deserting; road,Chasers
"Adventure, Drama, War",en,2006-09-09,6.9,laos; epic; survival,Rescue Dawn
"Crime, Drama, Comedy",en,2020-09-25,6.2,charm; 26; heist,Kajillionaire
"Animation, Comedy",ja,2013-05-09,7.9,gautama; hide; buddhism,Saint☆Young Men
"Animation, Adventure, Family",en,1995-03-16,6.3,solution; littlefoot; venture,The Land Before Time III: The Time of the Great Giving
Drama,en,2018-06-29,6.7,reserve; search; off,Leave No Trace
"Comedy, Family",en,2003-07-01,5.1,play; ability; uncanny,Air Bud: Spikes Back
"Drama, Comedy",es,2019-11-01,8.4,21-year-old; band; ex-girlfriend,Dedicated to my ex
"Action, Thriller",en,2022-03-17,0.0,power; arms; involved,Panama
"Drama, Thriller",en,2008-08-19,5.9,water; hot; well-being,Restraint
"Comedy, Drama, Romance",en,2003-08-08,4.9,learns; visiting; sister,Le Divorce
"Thriller, Horror",en,2021-03-26,5.9,awkward; try; threat,The Toll
"Drama, Thriller",en,2005-11-23,6.4,barnes; agent; dubious,Syriana
"Family, Action, Comedy",en,1998-04-10,4.9,appearance; led; plans,3 Ninjas: High Noon at Mega Mountain
Comedy,en,2003-12-10,5.3,"beaze""; tenor; hollywood",Stuck on You
"Horror, Science Fiction",en,1989-05-11,5.3,science; mutation; transformed,The Return of Swamp Thing
"Comedy, Drama, Fantasy, Horror, Mystery",en,2010-11-09,5.9,car; people; crowd,Rubber
"Family, Comedy, Fantasy",en,2010-04-02,4.9,soulless; plans; band,Furry Vengeance
"Adventure, Action, Crime, Thriller",en,1994-09-30,6.4,pair; killers; expert,The River Wild
Action,ja,2005-03-12,6.5,clan; person; protected,Azumi 2: Death or Love
Comedy,en,1999-11-01,6.4,made; plans; assistant,The Key to Sex
Romance,ko,2019-07-26,0.0,coffee; coffee; too,I Don't Like Younger Men 4
"Crime, Comedy",en,1983-08-12,4.6,sgt; however; instead,Curse of the Pink Panther
"Crime, Drama",en,2000-10-06,8.0,mind; shattered; spiraling,Requiem for a Dream
"Action, Crime, Thriller, Drama",en,2005-01-19,6.1,good; officer; year's,Assault on Precinct 13
"Drama, Family",en,2019-04-11,6.9,rival's; national; beat,Back of the Net
"Comedy, Drama, History",en,2017-09-22,6.8,riggs; tennis; number,Battle of the Sexes
"Adventure, Drama, Family, Romance",de,2015-05-14,7.5,affects; could; runs,Windstorm 2
"Animation, Action, Crime",ja,2007-12-29,7.1,hides; crowd; 1995:,The Garden of Sinners – Chapter 2: A Study in Murder (Part 1)
"Horror, Thriller",en,2016-06-27,4.6,clown; whilst; psychopaths,ClownTown
"Comedy, Fantasy, Science Fiction",en,1996-07-19,5.7,owen; little; duties,Multiplicity
"Adventure, Comedy, Drama",en,2010-09-10,7.1,500-mile; mountain; route,The Way
"Comedy, Family, Romance, Science Fiction",en,1963-06-04,6.6,off; chemistry; jekyll,The Nutty Professor
"Animation, Adventure, Drama, Romance, Science Fiction",ja,2004-11-20,6.6,border; timeline; south,The Place Promised in Our Early Days
"Drama, History",en,1997-09-01,6.5,torment; wilde; juggled,Wilde
"Comedy, Drama",en,1993-09-24,7.4,texas; floyd; star,Dazed and Confused
"Drama, History, Thriller",es,2018-10-26,7.0,exhaustively; works; camp,The Photographer of Mauthausen
"Drama, Music",en,2013-10-11,6.4,hilly; york's; 1973,CBGB
"Action, Crime, Drama, Mystery, Thriller, War",en,1967-01-29,6.8,thriller; three; seydlitz-gabler,The Night of the Generals
"Action, Horror, Drama, Fantasy",ko,2018-10-25,6.8,merchant; paranoid; royal,Rampant
"Drama, Romance",en,2011-10-07,7.2,charity; violence; appears,Tyrannosaur
Music,en,2013-09-25,6.8,roadie; adventure; surreal,Metallica: Through the Never
"Drama, Horror, Thriller",es,2011-10-07,5.9,fog; base; keep,The Squad
"Mystery, Horror, Science Fiction",en,2016-09-22,5.9,transforming; officer; voyage,The Void
"Comedy, Drama",fr,1974-03-20,6.8,harass; thugs; mind,Going Places
"Action, Comedy, Thriller",cn,1998-04-03,6.9,plotted; tycoon; newbie,Contract Killer
"Action, Adventure, Animation, Family, Comedy",en,2014-10-27,6.9,batman; wants; loner,LEGO DC Comics Super Heroes Batman Be-Leaguered
"Drama, History",en,2017-11-03,6.5,edging; slowly; dahmer,My Friend Dahmer
Romance,ko,2018-05-31,8.0,ji-hyun's; stay; outskirst,Young Aunt
"Comedy, Romance, Drama",en,2008-03-24,5.8,see; college; make,Leatherheads
"Drama, Romance",en,2004-02-10,7.8,relationships; night; later,Before Sunset
Comedy,en,2006-12-14,4.3,seas; site; normal,Dorm Daze 2
Horror,en,2014-06-23,6.4,low; intentions; comes,Creep
"Action, Crime, Drama",en,2002-10-25,6.9,drug; top; solid,Paid in Full
"Comedy, Horror",en,2008-03-07,5.5,matters; teen; tortured,Otis
Animation,ja,2002-03-02,6.7,excluding; use; train,Digimon Tamers: Runaway Locomon
"Adventure, Science Fiction, Horror",en,1984-08-15,6.1,gardner; sleep; funded,Dreamscape
"Drama, Science Fiction",en,2016-06-03,5.8,&; fight; disease,Into the Forest
"Crime, Animation, Action, Mystery, Drama",ja,2001-04-21,7.2,involved; prepared; towers,Case Closed: Countdown to Heaven
"Music, Comedy, Romance",en,1957-02-13,7.0,off; shy; model,Funny Face
"Drama, Romance",en,1953-04-11,6.4,liner; luxury; julia,Titanic
"Comedy, Romance, TV Movie",en,2017-08-19,7.2,sister; decides; dr,"Eat, Play, Love"
"Action, Thriller, Crime",en,2011-04-20,7.2,de; rio; janeiro,Fast Five
Thriller,en,2020-05-30,6.4,motives; sole; names,Dangerous Lies
"Comedy, Adventure, Music, Family",en,1979-05-31,7.1,agent; there; future,The Muppet Movie
"Animation, Comedy, Drama, Action",ja,2003-09-05,6.6,championship; kimura; championship,Hajime no Ippo - Mashiba vs. Kimura
Drama,da,2010-08-26,7.2,danish; families; frailty,In a Better World
"Music, Drama, Comedy",en,2001-09-04,6.7,imitating; steel; film,Rock Star
"Action, Adventure, Comedy",it,1981-12-09,6.8,treasure; some; try,Who Finds a Friend Finds a Treasure
"Drama, Romance",en,2018-12-13,5.0,writer; triangle; popular,American Kamasutra
"Crime, Drama, Thriller",en,2013-05-09,6.1,ritual; savage; killing,Devil's Knot
"Adventure, Family, Animation",ja,2010-03-06,6.7,causing; later; underwater,Doraemon: Nobita's Great Battle of the Mermaid King
Documentary,en,2017-11-03,7.1,conor; star; multiple,Conor McGregor: Notorious
Thriller,en,2014-07-25,6.5,chechen; tracks; movements,A Most Wanted Man
"Drama, Science Fiction, Romance",en,2011-09-29,6.9,cook; pandemic; michael,Perfect Sense
"Thriller, Action, Science Fiction",en,2016-07-22,5.4,max; conspiracy; escalate,Beta Test
"Romance, Comedy",en,2016-03-23,5.9,"big; 2002; wedding""",My Big Fat Greek Wedding 2
"Animation, Action, Fantasy, Adventure",zh,2020-10-01,7.4,path; threatens; fox,Jiang Ziya: The Legend of Deification
"Horror, Action, Thriller",en,2003-04-11,3.2,video; guard; set,House of the Dead
"Drama, Romance, Thriller",en,2001-05-15,6.0,circumstances; meet; under,Angel Eyes
"Fantasy, Comedy, Family",en,1968-02-08,6.7,middle; ghost; so,Blackbeard's Ghost
"Comedy, Crime",de,1997-02-20,7.6,decide; convertible; hospital,Knockin' on Heaven's Door
"Adventure, Fantasy",ru,2021-02-18,6.5,series; magical; catch,Upon the Magic Roads
Thriller,en,2011-10-13,5.5,potential; play; he's,Trespass
"Action, Western",cn,1997-02-01,5.8,wong; working; calls,Once Upon a Time in China and America
Drama,en,2014-10-12,5.6,once; pembertons; begin,Serena
Documentary,en,2019-10-21,7.2,video; harvey; how,QT8: The First Eight
"Adventure, Family, Fantasy, Music",en,1978-10-24,6.1,return; away; magic,The Wiz
"Fantasy, Horror, Science Fiction, Thriller",en,1983-06-24,6.5,dante; we; citizens,Twilight Zone: The Movie
"Action, Comedy, Fantasy, Science Fiction",en,1995-03-31,5.4,comic-strip; cult; our,Tank Girl
Drama,en,1992-09-16,7.3,giant; try; depression,Of Mice and Men
"Animation, Adventure, Fantasy",ja,2016-01-26,6.6,attacked; current; 70000,Doraemon: Nobita and the Birth of Japan
"Drama, Horror",en,2011-10-14,6.1,violent; lawyer; tries,The Woman
"Comedy, Science Fiction",en,1988-09-08,5.6,musical; discover; three,Earth Girls Are Easy
"Western, Horror",en,2014-08-25,5.9,passengers; enigmatic; held,Blood Moon
"Romance, Drama",en,2007-03-02,7.3,irishman; biographical; romance,Becoming Jane
"Drama, Romance",en,2015-11-12,5.6,draw; travel; vibrant,By the Sea
Comedy,es,2019-08-02,7.1,wife; alone; four,Father There Is Only One
"Romance, Animation, Family, Adventure, Fantasy",en,1996-03-29,5.8,along; meet; charlie,All Dogs Go to Heaven 2
Romance,en,2018-05-13,6.9,harry; were; romance,Harry & Meghan: A Royal Romance
"Adventure, Fantasy, Drama",en,2006-01-01,7.6,thanks; los; stuntman,The Fall
"Fantasy, Comedy, Horror",en,2019-09-13,6.4,use; daughter; gifts,Extra Ordinary
"War, Action",en,1965-11-22,7.0,knut; german; telemark,The Heroes of Telemark
"Action, Adventure, Horror, Science Fiction",en,2008-08-07,5.2,battles; broken; deadly,Mutant Chronicles
"Comedy, Romance",en,2022-01-14,6.9,teenager; larson; towards,Sex Appeal
"Comedy, Romance, Crime",sr,1998-06-01,7.7,strike; dadan; married,"Black Cat, White Cat"
"Crime, Drama, Horror, Thriller, Comedy",en,2008-07-29,4.6,lost; sister; (hilgenbrink),Lost Boys: The Tribe
"Comedy, Drama, Romance",en,2010-08-27,6.0,reunited; break; francisco,Going the Distance
"Animation, Family, Comedy",en,1989-11-23,7.1,vacation; knickknacks; locales,Knick Knack
"Action, Adventure, Science Fiction",ja,1955-04-24,6.1,without; scout; godzilla,Godzilla Raids Again
"Mystery, Thriller",en,2000-09-08,5.0,circle; chicago; keep,The Watcher
Comedy,de,2013-11-07,7.0,position; robberies; follows,Suck Me Shakespeer
"War, Drama, Romance, Action, Adventure",en,2002-09-08,6.6,regiment's; disguises; saves,The Four Feathers
Documentary,en,2016-01-19,5.9,johns; superman:; justice,DC Films Presents Dawn of the Justice League
"Crime, Drama, Thriller",en,2009-09-08,6.3,wrong; projects; section,Brooklyn's Finest
"Comedy, Action, Drama",en,2010-11-26,6.6,bolt; superhero; heroic,Super
"History, Drama, Action",ko,2001-09-07,7.0,china; slave; spies,The Warrior
"Action, Comedy",cn,1990-12-13,6.4,chun's; sequel; winner,God of Gamblers II
"Thriller, Drama",es,2018-09-13,6.7,how; sees; obsessively,The Accused
"Crime, Action, Thriller, Mystery",en,2019-09-30,5.5,crime; suffers; goes,10 Minutes Gone
"Action, Comedy, War",zh,2016-12-23,6.0,freedom; leads; china,Railroad Tigers
"Horror, Thriller",en,2013-08-26,5.8,-; radio; actual,Banshee Chapter
"Drama, Thriller, Science Fiction",en,2010-06-18,6.2,our; alien; crashed,Monsters
"Horror, Thriller",en,1998-06-21,4.1,rescue; turn; die,Children of the Corn V: Fields of Terror
"Western, Drama",en,2014-07-31,6.5,sheriff’s; family’s; illegally,Frontera
"Adventure, Action, Comedy",it,1972-12-22,6.8,makes; diamonds; much,All the Way Boys
"Comedy, Romance",ko,2015-11-26,6.4,thinks; know; students,Mutual Relations
"Comedy, Drama, Romance",en,1990-12-14,6.8,flax; small; feels,Mermaids
"Action, Crime, Thriller",en,1971-10-09,7.6,pursuit; french; drug,The French Connection
"Drama, Adventure",de,1982-03-02,7.6,very; unexplored; house,Fitzcarraldo
"Drama, Romance",en,2007-03-10,6.8,beauty; across; plains,Elvis & Anabelle
"Horror, Thriller",en,2006-12-01,5.5,ominous; vacation; sour,Turistas
"Family, Animation, Fantasy, Comedy",ru,2016-12-29,7.4,challenges; forces; you,The Snow Queen 3: Fire and Ice
"Horror, Thriller",en,2007-10-20,5.5,fear; greatest; too,Boogeyman 2
"Action, Crime, Drama, Thriller",en,2008-09-11,5.9,believe; between; serial,Righteous Kill
"Action, Adventure, Drama, History, War",de,2008-03-29,6.6,richthofen; marked; hero,The Red Baron
Drama,en,2004-02-13,6.6,punjabi; falls; irish,Ae Fond Kiss...
"Mystery, Thriller, Drama",en,2011-08-28,6.5,file; organisation; stability,Page Eight
"Comedy, Drama",en,1921-01-21,8.2,tramp; newborn; reunited,The Kid
"Adventure, Romance, Drama",en,2002-08-08,6.0,days; tollman; surf,Blue Crush
"Horror, Thriller",ja,2009-01-17,5.7,unnamed; made; had,Grotesque
"Comedy, Family, Fantasy",en,1967-12-05,6.3,animals; travels; giant,Doctor Dolittle
"Thriller, Drama, Crime",de,2019-04-18,7.4,lawyer; case; murder,The Collini Case
"Action, Science Fiction, Fantasy",ja,2003-12-13,7.0,disturbed; however; kiryu,Godzilla: Tokyo S.O.S.
"Crime, Drama",en,1967-07-18,7.5,falls; stealing; together,Bonnie and Clyde
"Adventure, Science Fiction, Family",en,2014-12-01,5.5,boy; stranded; ghost,Dinosaur Island
"Animation, Comedy, Science Fiction",en,2007-07-17,7.3,galaxy; sketches; away,Robot Chicken: Star Wars
"Comedy, Crime",es,2005-09-30,5.3,popular; executives; politician,Torrente 3: The Protector
Documentary,en,1977-01-18,7.1,olympia; schuster; book,Pumping Iron
"Action, Adventure, Drama, Romance",en,1995-07-07,6.0,drama; rewards; tale,First Knight
"Comedy, Drama, Romance",en,2004-10-22,5.7,surrounded; girl-friend; without,Alfie
"Fantasy, Horror, Science Fiction",en,1993-05-01,5.2,battles; escape; either,Warlock: The Armageddon
Comedy,en,1974-12-01,7.3,doesn’t; suffering; boss,The Front Page
"Comedy, Drama",en,2020-02-21,5.5,billionaire's; greek; exclusive,Greed
"Thriller, Crime, Horror, Mystery",de,2018-10-11,6.6,phone; containing; heavily,Cut Off
"Drama, Thriller, War",en,2015-09-11,7.0,us; political; uk-based,Eye in the Sky
"Action, Science Fiction, Adventure, Horror",en,2017-10-20,5.2,onto; once; survivors,Beyond Skyline
"Romance, Comedy, Music, Drama",en,2020-06-10,7.1,errands; davis; career,The High Note
"Drama, Family, Comedy, Crime, Mystery",en,1965-12-02,6.6,catching; guys; tougher,That Darn Cat!
"Thriller, Action, Crime",en,2019-05-31,4.7,copenhagen; seeking; member,Domino
"Action, Thriller",fr,1985-04-10,6.6,raffish; documents; encounters,Subway
"Comedy, TV Movie",en,2008-12-05,7.5,christmas; jail; give,"Merry Christmas, Drake & Josh"
"Drama, Family, Romance",de,2016-11-10,7.3,exacerbated; doesn’t; soured,Center of My World
"Action, Thriller, Drama",en,2018-04-11,6.3,beirut; death; mason,Beirut
"Drama, Crime",zh,1986-12-19,7.3,teenager; adultery; rebellious,Terrorizers
"Music, Documentary",en,2003-11-14,8.1,revolutionary; tupac; beloved,Tupac: Resurrection
