Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Thriller, Action, Drama",fr,2021-03-05,5.9,french; transferred; sister,Sentinelle
"Action, Adventure, Comedy, Drama, Fantasy, Animation",ja,2009-08-01,7.3,inherited; prevent; foes,Naruto Shippuden the Movie: The Will of Fire
"Animation, Family, Adventure, Fantasy, Romance",en,1992-11-25,7.6,hopes; lamp; jasmine,Aladdin
"Horror, Mystery, Family",en,2021-10-05,5.3,day; brim; undertaker,Escape the Undertaker
"Family, Comedy, Fantasy",en,2000-11-17,6.7,yet; creature; beloved,How the Grinch Stole Christmas
"Action, Adventure, Science Fiction",en,2019-12-18,6.4,once; generations; faces,Star Wars: The Rise of Skywalker
"Action, Fantasy, Thriller",en,2011-03-24,6.1,facility; alternative; plan,Sucker Punch
"Action, Thriller, Drama",es,2009-11-06,7.5,riot; --; attempt,Cell 211
"Action, Comedy, Science Fiction",en,2015-07-16,5.7,1980s-era; characters; experts,Pixels
"Crime, Drama, Mystery",en,2021-06-24,6.4,together; criminals; completely,No Sudden Move
"Animation, Drama, Family",en,1942-08-14,7.0,tale; unfolds; season,Bambi
"Comedy, Romance",en,2008-12-09,6.6,post-divorce; carl; embrace,Yes Man
Horror,en,2021-01-12,4.9,anyone; crosses; butchers,Butchers
Horror,en,1973-05-31,7.7,desperate; daughter; befall,The Exorcist
"Horror, Science Fiction",en,2020-08-26,6.3,discovering; themselves; fight,The New Mutants
"Crime, Drama, Action, Thriller, Science Fiction",en,2010-03-20,5.4,longer; until; sponsors,TEKKEN
Animation,tr,2021-10-07,7.2,pass; witches-in-training; graduate,Mickey's Tale of Two Witches
Drama,en,2018-02-01,6.4,close; contemporary; journey,Euphoria
"Animation, Family",en,1941-10-31,7.0,baby; learns; born,Dumbo
"Horror, Comedy",en,2021-06-25,6.2,hostilities; creature; surface,Werewolves Within
"Fantasy, Adventure",en,2012-03-28,5.7,village; titans; tries,Wrath of the Titans
"Action, Mystery, Thriller",en,2011-02-16,6.7,someone; taken; believes,Unknown
"Action, Science Fiction, Horror, TV Movie",en,2018-08-10,5.7,face; beast; forced,Megalodon
Horror,en,1974-10-01,7.3,skin; do; mask,The Texas Chain Saw Massacre
"Science Fiction, Crime, Animation, Mystery, Action",en,2019-07-19,7.3,villains; gallery; further,Batman: Hush
"Family, Animation, Science Fiction, Comedy, TV Movie",en,2020-08-28,7.5,travel; taken; rescue,Phineas and Ferb: The Movie: Candace Against the Universe
"Animation, Family, Fantasy, Adventure",en,1951-07-28,7.2,playing; -; hole,Alice in Wonderland
"Animation, Drama, Romance, Fantasy",ja,2020-06-18,8.0,notice; pursue; magic,A Whisker Away
"Comedy, Romance, Fantasy",pt,2021-12-26,6.0,ambitious; mri; thoughts,Lulli
"Adventure, Animation, Comedy, Family",en,2019-05-24,7.0,neuroses; luckily; tries,The Secret Life of Pets 2
Thriller,en,2021-04-30,6.3,steel; name; rogue,The Virtuoso
Documentary,en,2021-08-12,7.3,thriller; leader; female,Assassins
"Action, Animation, Science Fiction",ja,1991-03-19,6.4,z; slug; best,Dragon Ball Z: Lord Slug
Comedy,en,2018-06-27,6.7,recruits; squad; court,Uncle Drew
"Action, Adventure, Comedy, Fantasy, Animation",ja,2017-05-06,6.6,island; secrets; natsu,Fairy Tail: Dragon Cry
"Horror, Science Fiction, Mystery",en,2021-06-11,5.2,underground; show; last,Dinosaur Hotel
"Drama, History, War",en,1998-07-24,8.2,bringing; battlefield; behind,Saving Private Ryan
"Action, Adventure, Science Fiction, Thriller",en,2015-03-18,6.4,prior; continue; confront,Insurgent
"Comedy, Romance",en,2011-01-21,6.3,strings; arrangement; emma,No Strings Attached
"Horror, Action, Thriller",en,2018-07-04,6.0,night; oppressors; percent,The First Purge
"Action, Adventure, Crime",en,2017-01-13,5.8,collusion; alpha; comes,xXx: Return of Xander Cage
Comedy,en,2014-05-21,6.8,respective; themselves; resort,Blended
"Action, Adventure, Science Fiction, Fantasy",en,2015-12-15,7.3,defeating; ren; solo,Star Wars: The Force Awakens
Horror,en,2021-04-23,5.7,singer; music; bond,Bloodthirsty
"Action, Adventure, Fantasy",en,2016-08-03,5.9,act; antihero; comics,Suicide Squad
Horror,en,2021-03-26,5.6,emerge; good; plunge,The Seventh Day
"Crime, Horror, Mystery",en,1996-12-20,7.3,living; ghostface; rising,Scream
"Adventure, Animation, Family",en,2015-11-14,6.7,named; friend; makes,The Good Dinosaur
"Action, Animation, Fantasy",ja,2014-06-21,6.5,seiya; battle; company,Saint Seiya: Legend of Sanctuary
"Thriller, Horror",en,2020-09-10,6.2,escape; wilderness; pursuer,Alone
"Animation, Action, Comedy",en,2021-06-30,5.8,sam; revolution; beer-loving,America: The Motion Picture
"Action, Adventure, Fantasy",en,2017-03-08,6.5,explore; treacherous; dangerous,Kong: Skull Island
"Comedy, Horror",en,2009-10-07,7.3,if; survivors; terrifying,Zombieland
"Horror, Thriller, Mystery",en,2019-06-26,6.4,awakens; havoc; ten-year-old,Annabelle Comes Home
"Action, Comedy, Family",zh,2009-07-03,4.4,jackie; fight; kung,Jackie Chan Kung Fu Master
Documentary,en,2004-10-27,5.0,writers; john; same,Thinking XXX
"Horror, Fantasy, Action, Science Fiction",ja,2015-08-01,5.9,100; due; humans,Attack on Titan
"Drama, Music",tr,2022-01-21,8.0,music; emotionally; grief,My Father's Violin
"Romance, Comedy",es,2021-09-01,8.0,identity; changes; falls,Millonario sin amor
"Adventure, Action, Science Fiction",en,2010-12-14,6.4,stop; evil; grid,TRON: Legacy
"Action, Drama, Science Fiction",en,2014-05-14,6.3,leave; escalating; both,Godzilla
"Action, Comedy, Science Fiction",en,2012-05-23,6.5,agency; k's; agent,Men in Black 3
"Family, Music, Adventure, Comedy, Fantasy, TV Movie",en,2015-07-31,7.1,(mal); offers; benevolent,Descendants
"Fantasy, Animation, Romance, Family",en,1959-02-17,6.9,prick; kingdom; finger,Sleeping Beauty
"Horror, Thriller",en,2017-01-19,7.3,personalities; psychiatrist; led,Split
"Action, Crime, Thriller",en,2021-04-16,5.8,guts; series; victoria,Vanquish
"Action, Crime, Drama",en,2020-08-07,5.7,works; david; everything,The Tax Collector
"Action, Animation, Adventure",ja,2017-06-30,6.8,installment; dragon; budoka,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai
"Fantasy, Horror, Action",en,2013-01-17,6.0,hansel; ultimate; taste,Hansel & Gretel: Witch Hunters
"Animation, Action, Fantasy, Adventure",ja,2019-05-10,7.1,year; events; unato,Kabaneri of the Iron Fortress: The Battle of Unato
"Animation, Action, Fantasy",zh,2021-02-06,8.3,motor; protect; racing,New Gods: Nezha Reborn
"Action, Adventure, Science Fiction",en,2015-11-18,6.9,–; mission; snow,The Hunger Games: Mockingjay - Part 2
Thriller,en,2021-05-05,6.8,boy; expert; consume,Those Who Wish Me Dead
"Family, Adventure, Fantasy",en,2021-11-25,7.6,nikolas; taking; headstrong,A Boy Called Christmas
"Fantasy, Romance, Comedy",en,2021-09-03,6.6,make; evil; big,Cinderella
"Adventure, Animation, Comedy, Family",en,1961-01-25,7.2,diabolical; uses; statement,One Hundred and One Dalmatians
"Animation, Action, Adventure, Science Fiction",ja,2008-09-21,6.3,path; film; jump,Dragon Ball: Yo! Son Goku and His Friends Return!!
"Romance, Comedy",en,2018-05-11,7.3,teenager; hottest; risks,The Kissing Booth
"Thriller, Crime",en,2013-05-29,7.4,fbi; audiences; reward,Now You See Me
"Action, Horror, Thriller",en,2016-06-29,6.4,survive; onto; head,The Purge: Election Year
"Romance, Comedy, Fantasy",en,2021-02-11,7.0,he's; jumped; discover,Long Story Short
"Action, Adventure, Comedy, Fantasy, Romance, Animation",ja,2019-02-15,7.8,search; it’s; counter,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion
"Comedy, Horror",en,2013-01-11,5.7,-; sex; there,A Haunted House
"Drama, Crime, Thriller",fr,2010-03-23,6.6,devoting; outlaw; garage,22 Bullets
"Family, Comedy",en,1996-11-27,5.9,puppies; evil; dalmatian,101 Dalmatians
"Family, Animation, Adventure",en,1967-10-18,7.3,king; teaches; hypnotic,The Jungle Book
"Horror, Fantasy",en,2017-09-06,7.2,maine; come; bullies,It
"Family, Animation, Comedy, Fantasy, Adventure, Music",en,2020-03-11,7.4,certain; across; unite,Trolls World Tour
"Comedy, Action, Romance, Adventure",en,2022-03-24,0.0,paperback; novelist; proving,The Lost City
Comedy,en,2021-08-27,7.2,couple; tricks; play,Vacation Friends
"Action, Thriller, Adventure",en,2011-12-07,7.0,ethan; late; destruction,Mission: Impossible - Ghost Protocol
"Thriller, Crime, Drama",en,2021-01-28,6.4,serial; case; baxter,The Little Things
"Action, Drama, Horror, Thriller",ja,2017-07-16,7.0,tokyo; human; super-powered,Tokyo Ghoul
"Action, Thriller",en,2014-10-22,7.4,everything; comes; wick,John Wick
"Family, Animation, Comedy, Fantasy",en,2015-09-21,6.8,arrives; day; vampire,Hotel Transylvania 2
"Adventure, Action, Comedy, Fantasy",en,2017-12-09,6.8,rhinos; game; variety,Jumanji: Welcome to the Jungle
"Crime, Drama, Mystery, Thriller",en,2014-09-18,6.3,private; investigator; scudder,A Walk Among the Tombstones
"Fantasy, Action, Horror",en,2012-01-19,6.3,changed; vampire; lycans,Underworld: Awakening
"Comedy, Drama",es,2012-03-29,6.3,bosom; parents; evangelical,Young and Wild
"Thriller, Crime, Action",en,2015-01-14,5.6,lethal; it's; trouble,Wild Card
"Romance, Drama",ko,2019-08-28,7.9,drop; brings; album',Tune in for Love
"Action, Fantasy",zh,2011-09-27,6.2,sorcerer; falls; cgi,The Sorcerer and the White Snake
Horror,es,2021-04-15,4.6,resides; runs; amongst,The Funeral Home
"Animation, Family, Adventure, Fantasy",en,1953-02-05,7.2,follow; foil; john,Peter Pan
"Science Fiction, Action, Adventure",en,2017-12-13,6.9,develops; luke; prepares,Star Wars: The Last Jedi
"Animation, Adventure, Comedy, Family, Fantasy",en,2014-10-01,7.5,choosing; adventure; expectations,The Book of Life
"Action, Adventure, Science Fiction",en,2018-12-15,6.7,year; trying; 18,Bumblebee
"Animation, Fantasy, Romance, Drama",ja,2018-02-24,8.3,maquia; hundreds; baby,Maquia: When the Promised Flower Blooms
"Horror, Comedy",en,2019-11-21,6.3,desperate; disastrous; throws,Benny Loves You
"Drama, Comedy",en,2021-11-26,7.1,1973; growing; valley,Licorice Pizza
"Animation, Family",en,2020-07-23,7.3,red; chuck; reporter,The Larva Island Movie
Drama,en,2020-04-21,6.3,challenges; verge; struggling,Finding Grace
"Action, Animation, Crime, Drama",en,2016-07-24,6.6,hunts; prince; joker,Batman: The Killing Joke
"Horror, Thriller",en,2019-10-24,6.4,figure; nurse; runs,Countdown
Comedy,en,1996-01-12,6.9,gang-banging; able; is),Don't Be a Menace to South Central While Drinking Your Juice in the Hood
Horror,en,2021-03-11,5.8,horrors; victorian; human,Stay Out of the Attic
"Horror, Science Fiction, Mystery",en,2017-05-09,6.0,crew; far; ship,Alien: Covenant
"Action, Adventure, Science Fiction",en,2014-03-14,6.9,dangerous; tris; late,Divergent
"Action, Science Fiction, Thriller",en,2017-10-13,6.1,geostorm; keep; system,Geostorm
"Action, Drama, Science Fiction",ko,2013-08-14,7.5,morphs; extreme; measures,The Flu
Horror,ru,2020-02-27,6.0,then; confirm; confidence,Baba Yaga: Terror of the Dark Forest
"Romance, Comedy",en,2016-01-28,4.9,sexual; student; businessman,Fifty Shades of Black
"War, Drama, History",en,2008-05-07,7.9,bruno; dangerous; journey,The Boy in the Striped Pyjamas
"Fantasy, Adventure, Family, Drama",en,2016-09-27,6.8,powers; transported; orphans,Miss Peregrine's Home for Peculiar Children
"Animation, Action, Adventure, Fantasy",zh,2019-08-16,6.9,prequel; dealing; glory,The King's Avatar: For the Glory
Thriller,de,2021-08-17,6.1,teacher; peaceful; close,Black Island
"Action, Adventure, Animation, Comedy, Family",en,2016-01-23,6.8,"different; ""legendary; face",Kung Fu Panda 3
"Animation, Adventure, Comedy, Family",es,2017-03-25,6.5,attend; comes; everything,"Tad, the Lost Explorer, and the Secret of King Midas"
"Fantasy, Animation, Comedy",zh,2015-07-10,7.0,unknowingly; king; monsters,Monkey King: Hero Is Back
"Comedy, Drama",en,2012-06-14,5.7,each; seeing; wedding,That's My Boy
"Animation, War, Science Fiction",en,2021-04-27,7.7,justice; joins; forces,Justice Society: World War II
"Adventure, Animation, Comedy, Family",en,2006-11-09,6.0,members:; visiting; singin',The Fox and the Hound 2
"Animation, Family, Science Fiction",en,2008-06-22,8.1,type; friend; fled,WALL·E
"Romance, Drama",en,2019-03-14,8.3,throw; distance; so,Five Feet Apart
"Action, Crime",en,2017-06-28,7.5,working; fail; part,Baby Driver
"Crime, Action, Thriller",en,2011-05-20,6.1,serial; police; killer,Blitz
"Animation, Action, War, Fantasy",ja,2019-02-08,8.0,any; creed; volunteer,Saga of Tanya the Evil: The Movie
"Family, TV Movie, Music, Adventure, Fantasy",en,2019-08-02,7.9,teenagers; offspring; infamous,Descendants 3
"Drama, Crime",en,2021-02-26,7.5,struggles; college; anchored,Cherry
"Thriller, Drama, Horror",en,2021-10-27,6.1,hypnotist; unexpected; handful,Hypnotic
"Thriller, Mystery, Horror, Crime",en,2019-09-11,7.0,strain; gnaws; harper,I See You
Drama,en,2021-12-17,6.7,begrudgingly; if; leave,The Tender Bar
"Adventure, Family, Fantasy",en,2008-05-15,6.6,threatened; lion; narnia,The Chronicles of Narnia: Prince Caspian
Drama,es,2021-10-08,6.9,unmarried; women; hospital,Parallel Mothers
"Drama, Thriller, Action, Adventure",en,2012-01-26,6.6,wilderness; following; shift,The Grey
"Animation, Family, Comedy, Adventure",en,2012-06-06,6.6,park; penguins; casino,Madagascar 3: Europe's Most Wanted
"Action, Thriller, Drama",en,2019-09-19,6.5,granddaughter; fighting; figure,Rambo: Last Blood
"Adventure, Action, Fantasy",en,1999-04-16,6.8,priest; death; 1920s,The Mummy
"Animation, Family, Comedy, Adventure",en,2020-07-09,7.2,solved; told; gang,Scoob!
"Science Fiction, Action, Adventure",en,2008-06-12,6.2,coming; unbridled; planet,The Incredible Hulk
"Action, Science Fiction",en,2014-07-25,6.4,transforms; dark; merciless,Lucy
Drama,en,2021-12-16,6.6,woman's; mother; past,The Lost Daughter
"Horror, Mystery, Thriller",en,2017-08-03,6.6,welcome; maker's; doll,Annabelle: Creation
"Drama, Science Fiction, War",en,2017-07-11,7.1,face; unimaginable; avenge,War for the Planet of the Apes
"Animation, Family, Adventure, Comedy",en,2017-12-09,7.2,flowers; choose; quietly,Ferdinand
"Thriller, Comedy, Crime, Action",en,2017-08-16,6.9,trial; put; court,The Hitman's Bodyguard
"Horror, Thriller",en,2012-10-23,5.4,throngs; goers; themselves,Wrong Turn 5: Bloodlines
"Action, Comedy",en,2010-06-15,6.2,sometimes; seem; unexpected,Knight and Day
"Romance, Drama, Thriller",ko,2018-03-14,6.7,adapted; based; movie,Cheese in the Trap
"Adventure, Action, Thriller, Science Fiction",en,2003-11-05,6.7,smith; invasion; zion,The Matrix Revolutions
"Comedy, Horror",en,2009-10-27,4.3,trip; last; just,Stan Helsing
"Romance, Animation, Fantasy",zh,2019-01-11,7.8,snake; real; memory,White Snake
"Action, Adventure",en,2014-07-23,5.7,neither; paid; ruthless,Hercules
Drama,en,2021-11-02,5.3,kalomiris); friend; guilt,Skipping Stones
"Horror, Thriller",en,2011-10-17,5.7,place; death; left,Wrong Turn 4: Bloody Beginnings
"Science Fiction, Horror, Thriller",en,2013-05-31,6.3,allow; illegal; protect,The Purge
"Action, Fantasy, Comedy",en,2016-07-14,5.4,ghost; nuclear; together,Ghostbusters
"Animation, Action, Fantasy, Comedy",ja,2019-03-29,7.9,breakdown; solve; choices,Trinity Seven 2: Heaven's Library & Crimson Lord
"Horror, Mystery",en,2011-04-11,6.4,appearance; cousin; prescott,Scream 4
"Action, Adventure, Fantasy, TV Movie",en,2014-10-07,4.6,order; greater; perilous,Viking Quest
"Action, Western, Drama, Fantasy, Thriller",en,2010-06-18,4.9,gunslinger; freedom; ulysses,Jonah Hex
"Animation, Adventure, Family, Music",en,2021-10-09,7.3,daring; question; belongs,Robin Robin
"Horror, Thriller",pl,2020-03-13,5.0,technology; attends; there,Nobody Sleeps in the Woods Tonight
"Drama, Thriller, Crime",en,2011-09-15,7.6,benicio; husband; masterminds,Drive
"Animation, Action, Science Fiction, Comedy, Adventure",en,2022-10-07,0.0,saga; friendly; morales,Spider-Man: Across the Spider-Verse (Part One)
"Science Fiction, Drama",en,2017-10-04,7.5,potential; secret; runner,Blade Runner 2049
"Action, Animation, Science Fiction, Family",en,2007-09-18,6.7,appeared; superman; death,Superman: Doomsday
Science Fiction,en,2009-08-05,7.4,virus; aliens; united,District 9
"Animation, Comedy, Adventure, Family",en,2019-08-02,7.2,island; put; feathered,The Angry Birds Movie 2
Horror,en,2020-05-12,6.3,named; shelter; suspected,A Nun's Curse
"Action, Drama, Thriller",en,2013-06-27,6.4,cale; wanting; capitol,White House Down
"Science Fiction, Action, Adventure",en,2009-05-06,7.4,fate; delinquent; calm,Star Trek
"Action, Thriller",en,2008-02-18,7.4,handle; ex-spy; behind,Taken
"Fantasy, Family, TV Movie",en,2020-07-31,7.3,or; magic; best,Upside-Down Magic
"Family, Animation, Adventure, Comedy, Fantasy",en,2020-02-29,7.8,little; magic; there,Onward
"Science Fiction, Action, Adventure, Comedy",en,2018-09-05,5.6,triggers; end; hunters,The Predator
Drama,en,2016-03-17,7.4,dramatic; 10-year-old; miracle,Miracles from Heaven
"Comedy, Horror",en,2014-04-17,6.1,once; girlfriend; bizarre,A Haunted House 2
"Drama, Adventure, Science Fiction",en,2015-09-30,7.7,crew; subsist; watney,The Martian
"Action, Animation, Comedy, Family, Adventure",en,2017-06-15,6.4,star; gru; bratt,Despicable Me 3
"Drama, Crime",es,2019-06-28,7.6,union; could; cagalera,Chicuarotes
Drama,en,2016-10-21,7.5,true; scott-; based,I'm Not Ashamed
"Drama, Western",en,2012-12-25,8.1,rescue; plantation; brutal,Django Unchained
"Action, Adventure, Drama, Thriller",en,2021-06-24,7.1,mine; collapses; diamond,The Ice Road
"Adventure, Fantasy, Action",en,2011-01-07,5.4,century; abbey; black,Season of the Witch
"Action, Thriller",en,2013-03-20,6.4,"inside; ""olympus""); service",Olympus Has Fallen
"Action, Science Fiction, Adventure, Thriller",en,2012-08-02,6.0,even; memories; real,Total Recall
"Animation, Family, Comedy",en,2004-09-28,7.5,mistaken; classic; songs,Barbie as The Princess & the Pauper
"Science Fiction, Action",en,2020-12-17,4.4,ark; residence; thousand,Breach
"Thriller, Science Fiction, Mystery",en,2011-06-08,6.7,crash; ohio; searches,Super 8
"Action, Adventure, Comedy, Science Fiction",en,2021-04-09,5.7,city; reunite; treatment,Thunder Force
Drama,en,2018-03-30,7.0,grounds; church; local,God's Not Dead: A Light in Darkness
"Romance, Comedy, Drama",en,2021-12-02,6.5,convinces; blind; james,Single All the Way
"Drama, Mystery",en,2018-08-20,7.0,–; he's; journalist,An Interview with God
"Thriller, Horror, Drama",en,2021-02-12,7.2,even; try; exists,Fear of Rain
Horror,en,1988-11-08,6.6,beloved; gives; birthday,Child's Play
"Action, Adventure, Science Fiction",en,2018-04-12,6.5,silverback; unshakable; gorilla,Rampage
Animation,en,2021-05-14,7.4,"&; sister; birthday""",Barbie & Chelsea: The Lost Birthday
"Adventure, Action, Thriller, Science Fiction",en,2003-05-15,7.0,codes; somehow; depicted,The Matrix Reloaded
"Mystery, Horror",en,2021-07-14,7.3,come; deadly; consequences,Fear Street: 1666
"Adventure, Action, Fantasy",en,2001-05-04,6.3,designs; 8-year-old; king’s,The Mummy Returns
"Family, Animation, Mystery, Comedy",en,2020-10-06,8.0,nye; guy; pals,"Happy Halloween, Scooby-Doo!"
"Thriller, Horror",en,2021-02-26,5.6,wrong; pandemic; outside,Safer at Home
"Animation, Action, Science Fiction, Drama, Fantasy",ja,1990-10-17,7.5,son; alien; given,Dragon Ball Z: Bardock - The Father of Goku
"Family, Adventure, Animation, Comedy",en,2008-10-30,6.4,enough; escape; zoo,Madagascar: Escape 2 Africa
"Animation, Comedy, Family",en,2006-11-16,6.1,fierce!; soul; cannot,Happy Feet
"Romance, Comedy",en,2021-07-29,7.3,reluctantly; taking; music,Resort to Love
"Adventure, Comedy, Fantasy, Family",en,2014-12-17,6.2,tablet; powers; spans,Night at the Museum: Secret of the Tomb
"Drama, Science Fiction",en,2021-12-17,7.4,experimental; altering; son,Swan Song
"Mystery, Thriller",en,2013-01-29,6.9,cook; encounters; california,Odd Thomas
"Comedy, Romance",en,2009-07-10,5.9,valedictorian's; night; cheerleader,"I Love You, Beth Cooper"
"Horror, Comedy",en,2020-02-18,4.8,director; its; door,Fat Ass Zombies
"Family, Animation",en,2000-11-07,6.6,animated; interpretation; brilliantly,Joseph: King of Dreams
"Thriller, Drama, Science Fiction",en,2019-01-16,6.7,men; uses; wendell,Glass
Comedy,en,2007-03-20,7.2,plan; co-dependent; anxiety,Superbad
"Fantasy, Action, Horror",en,2005-02-08,7.0,hell; exists; suicide,Constantine
"Family, Animation, Romance, Fantasy",en,2002-02-23,6.1,role; true; dreams,Cinderella II: Dreams Come True
Drama,en,1997-09-27,7.1,daughter; urbane; humbert,Lolita
"Action, Thriller, Crime",en,2009-03-19,5.9,detective; taunting; thief,12 Rounds
"Thriller, Action, Fantasy",en,2007-01-15,5.5,sells; stunt; johnny,Ghost Rider
"Adventure, Comedy, Science Fiction",en,2011-02-14,6.7,space-traveling; locked; fortunately,Paul
"Action, Thriller, Crime",en,2018-07-19,6.6,mccall; justice; oppressed,The Equalizer 2
"Fantasy, Animation, Family",en,1993-10-09,7.8,approaches; deliver; skellington,The Nightmare Before Christmas
"Animation, Fantasy, Adventure, Action, Family",en,2019-10-25,8.2,across; berk; doesn't,How to Train Your Dragon: Homecoming
Thriller,en,2021-04-08,5.7,professor; sociology; disappearance,Women
"Adventure, Fantasy, Action, Western, Thriller",en,2010-12-01,6.6,badlands; hide; forced,The Warrior's Way
"Horror, Action, War",en,2021-01-01,5.8,documents; top; secret,Shadow in the Cloud
"Crime, Action, Comedy",en,2013-04-18,6.2,accomplices; kershaw; there,Pain & Gain
"Family, Animation, Comedy",en,2004-02-06,6.6,attempt; timon; pals,The Lion King 1½
"Animation, Comedy, Family, Mystery, Adventure, Fantasy",en,2021-02-22,8.0,chivalrous; fire-breathing; dragons,Scooby-Doo! The Sword and the Scoob
"Action, Adventure, Thriller",en,2012-08-08,6.3,mr; should; threat,The Expendables 2
Horror,en,2009-01-01,3.6,island; jungle; goes,Uncharted
"Horror, Thriller",en,2003-05-30,6.3,cannibalistic; stranded; three,Wrong Turn
"Drama, Documentary",es,2018-03-22,7.6,childhood; delgado; victim,Héctor El Father: Conocerás la verdad
"Horror, Drama, Science Fiction",en,2018-04-03,7.4,hunt; live; creatures,A Quiet Place
"Drama, Mystery, Thriller",id,2021-10-08,7.0,lose; devastating; student,Photocopier
"Family, Animation, Comedy, Action, Adventure",en,2005-10-11,7.0,mouse; old; evicted,Tom and Jerry: The Fast and the Furry
"Action, Horror, Science Fiction",en,2020-08-25,6.0,led; summer; great,Deep Blue Sea 3
"Crime, Action, Drama, Thriller",en,1993-02-05,8.1,results; artist; exceptional,Bound by Honor
"Adventure, Action, Science Fiction",en,2013-11-15,7.4,safe; quell); games,The Hunger Games: Catching Fire
"Action, Thriller",en,2008-01-24,6.6,james; missionaries; turn,Rambo
"Action, Drama, Thriller, History",en,2006-12-07,7.5,ruled; break; twist,Apocalypto
"Family, Fantasy, Adventure",en,2010-03-03,6.6,child; journey; destiny,Alice in Wonderland
Science Fiction,en,2022-01-06,5.2,awry; wait; depleting,Project Gemini
"Thriller, Horror",sv,2021-02-11,5.9,unknown; wilderness; unforgiving,Red Dot
"Music, Drama, History",en,2018-10-24,8.0,roger; band; deacon,Bohemian Rhapsody
"Drama, Action, History",en,2019-11-13,8.0,shelby; race; ken,Ford v Ferrari
"Animation, Action, Adventure, Fantasy, Romance, Science Fiction",ja,2017-02-18,7.7,nervegear; technology; augmented,Sword Art Online: The Movie – Ordinal Scale
"Drama, Romance",fr,2011-10-06,5.4,economic; deteriorated; turned,Desire
"Family, Adventure, Comedy, Animation",en,2014-03-19,6.5,three; meets; hurtled,Rio 2
"Action, Adventure, Thriller, War",en,1985-05-21,6.6,rambo; -; government,Rambo: First Blood Part II
"Comedy, Family, Adventure",en,1992-11-19,6.7,york; eve; ends,Home Alone 2: Lost in New York
"Animation, Family",en,2011-05-25,6.9,tigress; china; destroy,Kung Fu Panda 2
"Drama, Crime",en,2009-05-21,6.1,prescription; heroism; injures,Bad Lieutenant: Port of Call - New Orleans
"Drama, Crime",en,1974-12-20,8.6,corleone; business; corleone,The Godfather: Part II
"Crime, Fantasy, Drama",en,2006-09-13,7.3,work; perfume; search,Perfume: The Story of a Murderer
"Horror, Thriller, Action",de,2021-07-23,7.1,transatlantic; action; hijack,Blood Red Sky
"Science Fiction, Action, Thriller",en,2019-10-02,6.4,version; cloned; completing,Gemini Man
"Drama, Fantasy, Comedy",en,2009-02-17,6.2,reaper; begins; break,Dead Like Me: Life After Death
"Drama, Romance",en,2017-11-07,5.1,one's; despite; patience,Feels Like Euphoria
"Romance, Drama",en,2004-06-25,7.9,seven; old; paths,The Notebook
"Animation, Romance, Family, Fantasy",en,2007-02-06,6.5,prince; changes; history,Cinderella III: A Twist in Time
"Action, Drama, Adventure",zh,2015-02-19,6.3,regions; unfolds; squad,Dragon Blade
Thriller,en,2021-08-25,6.7,couple; turns; across,The Voyeurs
"Science Fiction, Fantasy, Action",en,2015-02-04,5.4,material; genetic; strife,Jupiter Ascending
"Drama, Romance",en,2021-12-22,7.4,begins; revisits; child,A Journal for Jordan
"Comedy, Drama, Romance",en,2008-08-15,6.7,credit; stern; off,Wild Child
"Action, Science Fiction, Thriller, Western",en,2011-07-29,5.6,around; leading; ella,Cowboys & Aliens
"Comedy, Horror, Thriller",en,2019-08-21,7.1,game; terrifying; wedding,Ready or Not
Comedy,es,2021-11-26,6.6,discover; secrets;; owner,El refugio
"Action, Crime, Thriller",en,2015-08-20,5.8,mysteries; teams; uncover,Hitman: Agent 47
"Comedy, Family",en,2012-09-03,6.3,make; smallest; how,Beverly Hills Chihuahua 3: Viva la Fiesta!
Horror,en,2014-10-02,5.7,supernatural; doll; satanic,Annabelle
"Adventure, Action, Crime, Mystery",en,2011-11-22,7.1,lack; may; detective,Sherlock Holmes: A Game of Shadows
"Comedy, Romance",en,2001-08-10,6.2,-; vow; change,American Pie 2
"Drama, History",en,2018-03-15,6.3,arranged; charismatic; mary,Mary Magdalene
"Thriller, Action, Adventure, Comedy, Crime",en,2010-06-09,6.4,military; clear; hm,The A-Team
"Action, Adventure, Fantasy",en,2016-12-16,6.0,monstrous; creatures; black,The Great Wall
"Family, Fantasy, Comedy",en,2020-12-04,6.9,"charming""; than; prove",Godmothered
"Animation, Family, TV Movie",en,2020-09-08,6.2,emerging; cowboy; some,"Curious George: Go West, Go Wild"
"Drama, Thriller, Horror",fr,2021-07-14,6.5,bizarre; missing; who's,Titane
Adventure,en,2010-05-12,6.4,henchman; sword; robert's,Robin Hood
"Action, Adventure, Comedy, Fantasy",en,2020-09-25,6.8,throne; illyria; teenage,Secret Society of Second Born Royals
Crime,en,2021-01-22,5.8,crimes; quickly; later,Brothers by Blood
"Animation, Adventure, Family",en,2016-08-18,7.7,magical; gift; solve,Kubo and the Two Strings
"Adventure, History, War",en,2004-05-03,7.1,brother; agamemnom; prince,Troy
"Science Fiction, Adventure, Fantasy",en,2012-03-12,7.2,boy; televised; games,The Hunger Games
"Drama, Family",en,2009-06-13,8.0,based; drama; true,Hachi: A Dog's Tale
