Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Science Fiction, Comedy",es,2011-09-11,5.5,do; however; would,Extraterrestrial
"Thriller, Crime, Horror",en,2018-04-19,6.8,house; same; returns,Bad Samaritan
"Drama, Thriller, Crime, Adventure",en,1991-05-24,7.6,thelma.; times; due,Thelma & Louise
"Horror, Thriller",en,2019-02-06,6.2,affecting; may; son's,The Prodigy
"Action, Science Fiction, War",en,1990-12-14,4.7,baddie; identities; planning,Captain America
"Crime, Drama, Romance, Thriller",fr,2000-06-28,4.3,generating; media; road,Baise-moi
"Horror, Science Fiction, Fantasy, Mystery, Thriller",en,2006-03-31,6.5,mutant; residents; town,Slither
"Science Fiction, Action, Thriller",en,2018-09-04,7.0,fbi; ufo; investigate,UFO
"Action, Mystery, Fantasy",ko,2018-06-27,7.6,uncover; journey; childhood.,The Witch: Part 1. The Subversion
"Action, Crime, Drama, Thriller",en,1990-01-18,5.9,often; musical; nick,The Rookie
"Drama, Thriller",hi,2021-02-26,5.8,mystery; perfect; voyeuristic,The Girl on the Train
"Family, Comedy, Animation, Adventure",en,2018-01-26,6.1,unite; cavemen; hidden,Early Man
Documentary,en,2000-10-22,7.5,death; lee; aficionado,Bruce Lee: A Warrior's Journey
"Romance, Drama, Mystery",en,2006-06-16,6.9,letters; extraordinary; frustrated,The Lake House
"Romance, Comedy",en,1994-09-17,6.8,marry; able; dreams.,Only You
Drama,en,2017-02-15,7.1,rugby-mad; unlikely; 16-year-old,Handsome Devil
"Family, Action, Comedy",en,2020-01-09,6.9,cia; precocious; operative,My Spy
"Horror, History, Fantasy",sv,2018-10-10,5.3,century; entirely.; born.,Draug
"Action, Comedy",it,1977-04-01,6.9,mistakenly; men; office,Crime Busters
"Action, Adventure, Horror, Thriller",en,2005-08-26,5.3,chain; larger; eco-system,The Cave
Crime,fr,1969-12-01,7.7,clan; because; santet,The Sicilian Clan
"Crime, Action, Drama",cn,2017-08-25,6.5,thailand; sudden; negotiator,Paradox
Animation,es,2018-01-19,8.0,nando; house.; decides,La leyenda del Charro Negro
"Drama, Romance",en,2012-09-06,6.7,aristocrat; trapped; vronsky,Anna Karenina
"Crime, Drama, Mystery",en,2005-02-19,4.9,inheritance; $4; try,Wild Things: Diamonds in the Rough
"Drama, Thriller",es,2020-01-23,7.7,militants; political; plan,Pacto de Fuga
"Adventure, Animation, Family, Comedy, Fantasy",en,1990-08-03,6.8,duckburg; chaos; long-lost,DuckTales: The Movie - Treasure of the Lost Lamp
"Comedy, Drama",en,2004-01-20,5.8,shop; again; mom,Barbershop 2: Back in Business
"Family, Animation, Action, Adventure, Fantasy, Science Fiction",ja,2006-07-15,6.4,manaphy; manaphy; ranger,Pokémon Ranger and the Temple of the Sea
"Drama, Romance",en,1996-03-29,6.7,friend; harmon; villa.,Stealing Beauty
Drama,el,2009-10-22,7.1,yellow; uber-controlling; offspring,Dogtooth
"Adventure, Action, Fantasy, Science Fiction, Thriller, Romance, Animation",en,2001-07-02,6.2,struggles; unleash; deep,Final Fantasy: The Spirits Within
"Thriller, Science Fiction, Action",en,2018-06-07,6.0,streets; place; 21st,Hotel Artemis
"Thriller, Action",en,2016-06-10,5.5,smugglers; employers; involved,Collide
"Adventure, Action, Comedy, Fantasy",ko,2009-12-23,6.6,action-adventure; korea; spanning,Woochi : The Demon Slayer
"Action, Drama",en,2003-01-31,6.1,galloway; motorcycle; tale,Biker Boyz
Horror,en,1985-10-10,6.5,hairy; people; tarker's,Silver Bullet
"Crime, Thriller",en,2018-11-06,6.5,chicago.; activities.; off,Widows
"Horror, Science Fiction",es,1969-01-01,4.9,bizarre; kidnaps; experiments,The Curious Dr. Humpp
Comedy,en,2006-09-09,5.4,dissatisfied; evolves; proposes,Wedding Daze
"Action, Comedy, Crime, Thriller",en,2006-12-09,6.5,like; turn; evidence,Smokin' Aces
Action,en,1996-02-09,6.0,vic; co-pilot; back.,Broken Arrow
"Thriller, Drama, Mystery",en,2007-04-12,6.7,don't; decides; house,Disturbia
"Horror, Drama, Fantasy",en,1931-02-12,7.2,leasing; unbeknownst; meet,Dracula
"Drama, Crime, History",en,2015-09-04,6.4,boston; turf; whitey,Black Mass
"Horror, Thriller",en,2012-08-30,6.0,spirit.; teams; father,The Possession
"Science Fiction, Action, Thriller",en,2006-03-03,5.2,incredible; genetically; government,Ultraviolet
Thriller,es,1977-06-25,4.6,step-sister; wants; married,The Call of Sex
"Family, Animation, Comedy",en,2006-08-21,6.8,member; sets; begins,Tom and Jerry: Shiver Me Whiskers
"Drama, Romance",en,2017-08-06,7.0,novel; immortal; resulted,Mary Shelley
Comedy,en,2006-12-01,5.0,badalandabad; teach; looks,Van Wilder 2: The Rise of Taj
"Thriller, Drama, Mystery",en,2005-09-22,6.4,did; mystery; julia,Flightplan
Western,en,1966-10-19,6.1,wife; help.; go,Return of the Seven
"Crime, Horror",en,2010-07-16,5.2,hornet's; bristoll; farmhouse,Bereavement
Comedy,es,2015-02-27,7.6,maria; changes; professional,A la mala
Drama,it,1975-03-11,6.6,quickly; gloria; castellano,That Malicious Age
"Adventure, Comedy, Fantasy",en,1975-05-25,7.8,reach; table; lancelot,Monty Python and the Holy Grail
Action,en,2018-05-12,6.0,military; leads; cia,All the Devil's Men
"Animation, Fantasy, Adventure, Mystery",ja,2019-06-07,7.2,frequently; far; ruka,Children of the Sea
"Action, Drama, Science Fiction, TV Movie",en,1991-08-23,5.0,banner; never; hulka,The Death of the Incredible Hulk
Horror,en,2006-06-06,5.5,name; horror; remake,The Omen
"Romance, Animation, Drama",ja,1993-05-05,6.3,leaving.; picking; later,Ocean Waves
"Comedy, Crime",en,1999-01-30,6.2,kidnap; leader; awry,Jawbreaker
Comedy,en,2006-04-07,5.8,baseball; compete; team,The Benchwarmers
"Documentary, Music",en,2021-07-02,7.8,people; african; american,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)"
"Crime, Drama",en,2018-09-14,6.3,sentenced; 1980s; police,White Boy Rick
"Horror, Thriller",ja,2000-01-22,6.2,place; taking; vengeful,Ringu 0
"Adventure, Drama, Western",en,1948-01-15,8.0,fred; mexico; finding,The Treasure of the Sierra Madre
"Comedy, Crime",en,2013-09-20,6.2,rewrite; motorcycle; he's,The Art of the Steal
Horror,en,2002-06-10,4.7,evil; onslaught; rises,Wishmaster 4: The Prophecy Fulfilled
"Animation, Comedy, Science Fiction, TV Movie",en,2007-11-27,7.4,blind; crew; able,Futurama: Bender's Big Score
"Horror, Mystery, Thriller",en,2005-06-07,4.7,hands.; hotel; klein,Hellraiser: Deader
Drama,en,2013-05-01,7.2,wonder; social; son,Belle
"Adventure, Fantasy",en,1981-04-10,7.0,pendragon's; table; conception,Excalibur
"Science Fiction, Thriller, Horror",en,2007-04-05,6.9,hope; sun; mankind’s,Sunshine
"Science Fiction, Thriller, Mystery, Crime",en,2019-08-30,6.9,work; suffering; stop,Don't Let Go
"Drama, Horror, Thriller",en,2017-09-28,5.7,mystery; short; embark,Flatliners
"Fantasy, Animation, Action, Science Fiction",ja,2017-07-22,6.9,tome; kyrie; eltria,Magical Girl Lyrical Nanoha: Reflection
"Animation, Family",zh,2018-04-05,6.6,female; cloak; living,Cats
"Crime, Thriller",en,2001-09-07,5.9,mobsters; sheriff; cash,Knockaround Guys
Drama,ja,1983-04-15,4.7,cages; including; bizarre,Woman with Pierced Nipples
"Science Fiction, Action, Adventure, Thriller",en,1996-11-22,7.3,borg; orders; galaxy,Star Trek: First Contact
"Thriller, Science Fiction, Drama, Mystery",en,2014-04-16,6.0,fights; singularity; leading,Transcendence
"Drama, Romance",en,2016-08-26,6.1,ethereal; its; drifting,Kids in Love
"Comedy, Drama, Romance, Science Fiction",en,2012-06-22,6.6,accompanying; inadvertently; plan,Seeking a Friend for the End of the World
"Animation, Adventure, Comedy",en,2019-11-01,6.2,animals; together; circle,Arctic Dogs
"Horror, Thriller, Mystery",en,2006-12-15,5.1,returns; sisters; begins,Black Christmas
"Horror, Thriller",en,2022-10-13,0.0,face; laurie; face,Halloween Ends
"Action, Thriller, TV Movie",en,1971-11-13,7.4,trip; desert.; rusty,Duel
"Documentary, Music",ko,2020-10-14,8.5,journey; dreams; trials,BLACKPINK: Light Up the Sky
"Comedy, Animation, Adventure, Drama",ja,2018-08-25,6.9,goes; non; aoi,Non Non Biyori: Vacation
"Adventure, Action, Comedy, Romance",en,1985-08-01,6.2,intrigue...; heroine; chases,The Jewel of the Nile
"Drama, War",es,2019-08-15,6.7,guns; watch; hostage,Monos
"Crime, Horror, Thriller",en,2003-01-01,7.0,play; survival; hospital,Saw
"Family, Animation, Adventure, Comedy",en,2000-09-14,6.6,lessons; eiffel; paris.,Rugrats in Paris: The Movie
"Horror, Comedy",en,1997-05-29,5.9,transform; werewolves; involved,An American Werewolf in Paris
"Romance, Comedy",en,2003-09-20,6.8,run; frances; book,Under the Tuscan Sun
"Drama, History",en,2021-01-14,6.9,wwii; resonate; estate.,The Dig
"Thriller, Drama, Horror",en,2011-02-04,5.4,sara; under; resentful.,The Roommate
"Drama, Romance, History",en,2020-03-11,6.6,curie; radium; winner,Radioactive
"Action, Comedy, Romance",en,2004-01-21,6.4,justice; falls; team,D.E.B.S.
"Action, Science Fiction, Adventure",en,2017-07-11,4.8,global; economic; 2030,The Humanity Bureau
"Comedy, Crime",en,1988-07-15,7.2,collection; diamonds; diamond,A Fish Called Wanda
"Crime, Drama, Thriller",en,2019-03-15,6.7,vicious; killers; parker,The Highwaymen
Drama,en,1950-10-06,8.2,maneuvers; eve; role,All About Eve
Comedy,es,2017-08-11,7.2,day; childhood; santiago,Do It Like An Hombre
"Comedy, Western",es,1951-02-05,8.0,ranch; her.; rosario,El Siete Machos
"Science Fiction, Adventure",en,1980-09-01,6.2,ming; fighting; earth,Flash Gordon
"Romance, Comedy",en,2018-06-15,7.0,setting; each; underpaid,Set It Up
"Comedy, Crime, Mystery",en,2018-04-19,5.8,highway; dispute; u.s.,Super Troopers 2
Drama,en,2016-12-12,6.6,restrained; within; so,Lady Macbeth
Thriller,en,2022-01-17,5.0,boss's; herself; unexpected,Heatwave
"Adventure, Drama, Romance",en,2019-11-04,6.8,records; amelia; pioneering,The Aeronauts
"Crime, Drama, Action, Science Fiction",it,2016-02-25,7.5,accidentally; challenged; ceccotti,They Call Me Jeeg
"Comedy, Horror, Science Fiction",en,1988-04-29,5.9,again; long; furballs,Critters 2
"Comedy, Science Fiction, Adventure",en,2020-08-27,6.0,fulfil; figures; yet,Bill & Ted Face the Music
Drama,en,2014-01-16,7.0,hiking; miles; thousand,Wild
"Comedy, Family",en,1968-04-24,6.7,ten; big; children,"Yours, Mine and Ours"
"Drama, Romance",fr,1977-10-14,4.3,husband; director; very,Emmanuelle 3
"War, Action, Science Fiction",en,1980-01-31,6.6,storm; attack; aircraft-carrier,The Final Countdown
"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,1993-03-17,5.4,assist; village; deadly,Teenage Mutant Ninja Turtles III
"Science Fiction, Drama",ru,1979-05-25,8.3,physics; guarded; gray,Stalker
"Adventure, Comedy, Drama",sv,2013-12-25,6.8,living; home.; nursing,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
"Romance, Comedy, Family",en,1993-11-05,5.4,employee; --; rescue,Look Who's Talking Now!
"Adventure, Comedy, Family",en,1995-03-24,6.3,so; winifred; longer,Major Payne
Horror,en,2021-01-29,6.0,game; home; mobile,Five Nights at Freddy's: Home Breach
Comedy,en,2019-05-24,7.1,set; superstars; girls,Booksmart
"Thriller, Drama",en,2016-01-04,6.0,holding; desperate; chance,Standoff
"Drama, War, Romance, History",en,1956-08-21,6.6,tangled; russia; personal,War and Peace
"Adventure, Fantasy, Animation, Action, Thriller, Science Fiction, Family, TV Movie",en,2010-11-24,7.6,including; wants; human,Firebreather
"Horror, Comedy",en,1986-12-19,6.9,begins; working; shop,Little Shop of Horrors
"Drama, Action, Crime",es,2008-10-10,7.7,career; reggaetón; gang,Straight from the Barrio
"Thriller, Action",en,2014-08-22,4.9,missing; turns; gone,The Prince
"Crime, Drama, Thriller",en,1993-02-26,7.3,car; breaks; owner,Falling Down
"Comedy, Western",it,1971-10-21,7.4,brothers; gang; advantage,Trinity Is Still My Name
"Comedy, Science Fiction, Action, Adventure",en,1983-06-17,5.5,supercomputer; installment; third,Superman III
"Drama, Romance",it,2021-02-05,6.0,farmer's; collapses; 1950s,The Last Paradiso
"Action, Adventure",en,1996-04-19,6.1,ghang-gheng; dragon.; alone,The Quest
"Adventure, Fantasy, Action",en,2009-09-16,5.9,violence; past; nomadic,Solomon Kane
"Thriller, Crime",en,2019-12-25,6.0,broadcasting; frank; rogue,Line of Duty
"Comedy, Family, Adventure",en,2002-01-18,5.7,he's; dogs; inherits,Snow Dogs
Comedy,en,1996-03-01,6.1,stingray; stingray; band,Down Periscope
"Action, Horror, Comedy, Science Fiction, Thriller",en,1996-04-09,6.2,stand; oil; mexico,Tremors 2: Aftershocks
"Action, Adventure, Comedy, Drama, Mystery",en,2005-04-06,5.8,doctor; ocean; treasure,Sahara
"Action, Thriller, Crime",id,2018-10-05,6.9,massacre; gangsters; targeted,The Night Comes for Us
"Action, Crime, Thriller",en,2016-07-01,5.8,robbers; deeper; elite,Marauders
"Drama, Horror",en,1993-08-27,6.2,town; seems; price,Needful Things
"Comedy, Romance",en,2005-07-13,6.5,meets; weddings.; carnal,Wedding Crashers
"Comedy, Drama, Family",en,2015-10-05,6.6,settle; foster; glamourous,The Great Gilly Hopkins
"Music, Fantasy, Action, Family",en,2010-11-24,5.2,special; gives; little,The Nutcracker: The Untold Story
"Drama, Science Fiction, Romance",es,2017-04-07,5.8,deep; helena; destination.,Orbiter 9
"Mystery, Drama",it,1968-09-04,7.1,figure; italian; member,Theorem
"Thriller, Adventure, Fantasy, Science Fiction, Romance",en,1960-05-25,7.4,far; divided; victorian,The Time Machine
"Action, Drama, Mystery, Thriller",en,1996-06-21,6.0,trying; who's; protection,Eraser
"Fantasy, Horror, Comedy",en,1988-09-30,6.5,rock; punk; uptight,"Elvira, Mistress of the Dark"
Horror,en,2020-06-04,5.9,upon; identity.; spirit,The Candy Witch
"Documentary, Mystery, Crime",en,2020-09-30,7.3,watts; events; children,American Murder: The Family Next Door
Comedy,en,2000-10-17,4.8,various; reporting; body,Shriek If You Know What I Did Last Friday the Thirteenth
"Comedy, Adventure, Fantasy",en,2015-11-20,6.1,set; coming; christmas,The Night Before
Comedy,en,2012-12-25,5.9,artie; diane; work.,Parental Guidance
"History, Drama",en,2011-12-26,6.4,minister; paid; margaret,The Iron Lady
Horror,en,2013-09-08,6.4,tries; murder; brother's,Oculus
"Drama, Romance",te,2022-03-10,0.0,world-renowned; does; apart,Radhe Shyam
"Crime, Action, Thriller",en,2018-09-03,6.5,du; media's; old-timer,Dragged Across Concrete
"Action, Drama, Crime, Thriller, Mystery",en,1998-02-06,6.2,boy; zedkov.; hired,The Replacement Killers
"Crime, Drama, Thriller",en,1971-12-23,7.2,rape; relocate; taunts,Straw Dogs
Comedy,en,2007-09-21,6.5,white; greek; set,Sydney White
"Action, Adventure, Comedy, Drama, Fantasy",zh,2005-05-11,6.3,past; scientist; asks,The Myth
"Comedy, Drama, Romance",en,2002-12-13,6.1,class; ventura; overcome,Maid in Manhattan
Action,en,2020-06-15,6.4,within; look; assassin,Sniper: Assassin's End
Comedy,es,1986-02-07,7.1,policeman.; affairs; criminals,Los verduleros
"Science Fiction, Horror",en,1992-03-05,5.5,turned; simple; genius,The Lawnmower Man
"Comedy, Drama, Music",es,2019-12-24,8.1,imitator; pedro; artist,Out Of The Clear Blue Sky
"Action, Thriller",hi,2017-03-02,5.9,relationships; few; its,Commando 2 -  The Black Money Trail
"Drama, Action, Crime",en,2014-09-26,5.6,carter; contract; rouge,Bad Country
"Horror, Thriller, Mystery",en,2009-06-12,5.7,meet; instead; mysteriously,The Hills Run Red
Comedy,en,1978-07-27,7.0,troublemakers; 1962; expel,Animal House
Western,en,1990-10-17,6.6,quigley; answers; sharpshooter,Quigley Down Under
"Action, Thriller, Science Fiction",en,2009-09-03,5.7,independence; game; on-line,Gamer
"Comedy, Drama, Romance, Fantasy, Adventure",en,2016-06-24,6.9,island; opportunity; death.,Swiss Army Man
"Adventure, Horror",en,1977-07-22,6.2,captain; killer; mate,Orca
"Drama, Horror, Romance",fr,2001-07-11,5.8,studies; frequent; shane,Trouble Every Day
"Action, Comedy, Fantasy",en,2020-10-19,5.5,old; neglected; santa,Fatman
"Fantasy, Adventure, Action, Mystery",fr,2010-04-09,6.1,dealings; would-be; monsters,The Extraordinary Adventures of Adèle Blanc-Sec
"Action, Adventure, Science Fiction, Animation",ja,2017-11-17,6.3,year; arrival; voyage,Godzilla: Planet of the Monsters
"Action, Drama, Mystery, Thriller, Crime",en,2003-04-18,6.5,disappearance; ranger; awry,Basic
"Action, Science Fiction, Thriller, Crime",en,2010-03-18,6.3,advanced; organs; if,Repo Men
"Animation, Family",en,2013-08-04,5.9,park; dreams; animals,Tom and Jerry's Giant Adventure
"Comedy, Romance",en,2002-09-26,6.4,bachelor.; holds; determined,Sweet Home Alabama
"Fantasy, Adventure",en,2000-08-08,5.4,living; see; world's,DragonHeart: A New Beginning
"Fantasy, Drama",sv,1957-02-16,8.2,belief; evade; antonius,The Seventh Seal
Documentary,en,2011-04-06,5.9,movie; movie-goers; scream,Scream: The Inside Story
"Drama, Crime, Comedy",en,2018-10-19,6.8,able; celebrity; form,Can You Ever Forgive Me?
"Animation, Family",en,2005-01-18,6.6,day; cause; bound,Tom and Jerry Blast Off to Mars!
"Comedy, Drama",en,2010-10-08,7.0,depressed; teenager; gets,It's Kind of a Funny Story
"Drama, History",en,2002-08-30,7.5,correct; given; magdalene,The Magdalene Sisters
"Drama, Romance",en,2011-06-10,5.3,university; beauty; haunting,Sleeping Beauty
"Drama, War, Action",ru,2021-08-11,7.5,vlad; away; war,Hotsunlight
"Crime, Drama, Mystery, Thriller",en,1996-03-06,7.7,in.; everyone's; twist,Primal Fear
"Drama, Romance",fr,1992-01-22,6.8,1920s; heir; throughout,The Lover
"Comedy, Action",ko,2009-04-04,6.3,reveal; notice; girlfriend,My Girlfriend Is an Agent
"Animation, Comedy, Family, Romance",en,2020-02-29,7.6,another; like; whisks,Maggie Simpson in Playdate with Destiny
"Science Fiction, Fantasy, Horror",en,2020-11-20,5.4,places; thirteen; crash,Aztech
"Comedy, Romance",it,1985-10-15,5.3,four; each; talents,Miranda
"Drama, Thriller",en,1987-09-11,6.8,comes; stalk; married,Fatal Attraction
"Comedy, Romance",en,2004-11-10,6.3,relationship; vacation; bridget,Bridget Jones: The Edge of Reason
Western,en,1976-07-14,7.5,ragtag; prefers; avenging,The Outlaw Josey Wales
"Science Fiction, Comedy",en,2019-09-17,7.1,things; leeds; leave,Peter's To-Do List
Drama,en,2016-12-28,7.3,change; savvy; california,20th Century Women
"Science Fiction, Action",en,2017-07-01,5.5,war-ravaged; cataclysmic; foreign,Revolt
"Adventure, Fantasy, Action",en,1985-04-09,5.3,barbarism.; power.; great,Red Sonja
Action,en,2019-08-29,5.4,investigate; henchmen; sends,Running with the Devil
Documentary,en,2020-06-09,7.6,stallone; sylvester; film's,40 Years of Rocky: The Birth of a Classic
"Crime, Drama, Thriller",en,1991-05-24,6.7,arsonist; each; chicago,Backdraft
"Adventure, Action, Romance",en,1938-05-13,7.5,beautiful; striving; guy,The Adventures of Robin Hood
"Action, Thriller",en,1988-04-08,6.1,ex-cia; specialist; agent,Above the Law
"Action, Adventure, Fantasy, Animation",ja,2012-02-03,7.3,sword-for-hire; direction; griffith,Berserk: The Golden Age Arc I - The Egg of the King
"Family, Animation, Comedy, Fantasy, Music, Mystery",en,2003-03-04,7.2,vampire; rock; concert,Scooby-Doo! and the Legend of the Vampire
"Action, Adventure, Crime, Thriller",en,2006-03-01,6.4,fast-talking; themselves; gauntlet,16 Blocks
Comedy,en,2014-05-08,7.1,next.; finding; compromise,Chef
Music,es,2021-06-03,8.3,beaches; musician; juan,Juan Luis Guerra 4.40: Entre Mar y Palmeras
"Animation, Fantasy, Science Fiction",ja,2004-07-17,6.9,steam; advance; middle,Steamboy
Drama,en,2014-12-24,7.0,awakening; difficulties; 1960s,Big Eyes
Drama,da,2019-03-27,6.7,society’s; dedicated; daughters.,Queen of Hearts
"Drama, Romance",en,2017-06-08,5.7,beautiful; charms; guardian.,My Cousin Rachel
"Crime, Drama, Thriller",en,2006-01-27,6.6,mazursky; jake; johnny,Alpha Dog
"Action, Drama, Thriller",es,2020-12-18,6.3,estate; gang; crash,Sky High
Comedy,es,2018-11-16,7.6,suddenly; job; husband,Crazy About Work
"Thriller, Science Fiction, Drama",en,2014-03-14,6.1,seductive; prey:; streets,Under the Skin
"Drama, Romance",it,1988-11-17,8.5,filmmaker; projectionist; movies,Cinema Paradiso
"Drama, Music",en,1987-07-24,7.2,plane; angeles; ballad,La Bamba
"Action, Comedy, Crime",en,2008-01-17,6.4,reserve; employees; female,Mad Money
Comedy,en,2005-12-21,6.2,--; revenge; people.,Fun with Dick and Jane
"Action, Adventure, Comedy, Crime",cn,1983-07-07,6.8,service); counterfeit; rival,Winners & Sinners
"Comedy, Music",en,1993-12-10,6.1,prompts; dream; honey,Wayne's World 2
"Comedy, Romance",en,2002-06-28,5.8,deceased; deeds; city,Mr. Deeds
"Action, Crime, Drama, Thriller",en,2010-08-26,6.2,team; successfully; jennings,Takers
"Comedy, Science Fiction, Adventure, Family",en,2008-07-08,5.3,earth; aliens; miniature,Meet Dave
"Action, Comedy, Crime",en,2008-08-06,6.6,run; forced; stoner,Pineapple Express
"Family, Mystery, Animation, Comedy, Action, Fantasy",en,2009-04-07,7.9,supernatural; mystery; asia,Scooby-Doo! and the Samurai Sword
Comedy,en,2016-08-12,5.5,hero; carter; work,Amateur Night
Drama,en,1979-12-19,7.6,anymore; kramer; family.,Kramer vs. Kramer
"Horror, Fantasy, Romance",ru,2018-07-12,6.2,drowned; ago.; human,The Mermaid: Lake of the Dead
"Family, Fantasy, Horror",en,2016-09-06,6.1,jewel; ghost; spirits,Mostly Ghostly 3: One Night in Doom House
"Animation, Drama",ja,2003-12-29,7.9,gin; handful; people,Tokyo Godfathers
"Horror, Mystery, Science Fiction",en,1978-12-19,7.2,notices; number; increase,Invasion of the Body Snatchers
Comedy,en,2012-07-03,6.3,comedy; speech; struggling,Mac & Devin Go to High School
"Action, Thriller",en,1996-04-19,6.6,substitute; arriving; cia,The Substitute
"War, Drama",no,2017-12-25,7.3,fighter; norwegian; eleven,The 12th Man
"Drama, Romance",en,1958-04-03,7.1,ms; ben; daughter,"The Long, Hot Summer"
"History, Fantasy, Drama",en,2019-10-15,5.5,siblings; murdered; invading,The Viking War
"Action, Adventure, Comedy, Drama",zh,2016-07-01,7.2,hands; ayo; agents,Bounty Hunters
"Thriller, Horror",en,2017-07-20,5.4,money; occur; recovery,Amityville: The Awakening
"Drama, History, Comedy",en,2018-12-25,7.1,impressive; includes; newfound,Vice
"Drama, Action, Crime",en,2006-09-15,7.0,counselor; teenagers; leadership,Gridiron Gang
"Family, Animation, Comedy, Mystery",en,2016-08-09,7.8,determined; events; driving,Scooby-Doo! and WWE: Curse of the Speed Demon
"Comedy, Science Fiction",zh,2011-10-06,4.9,next; infertile; obsessed,The 33D Invader
Drama,en,2013-11-08,7.5,subjected; others.; solace,The Book Thief
"Drama, Music, Mystery, Romance",en,1986-03-14,7.3,song; blues; virtuoso,Crossroads
"Drama, Romance",hi,2016-11-23,7.1,unconventional; helps; gain,Dear Zindagi
"Action, Adventure, Drama, Family",en,1991-01-18,6.7,developed; jack; london's,White Fang
"Fantasy, Drama, Comedy, Family",en,1994-11-11,6.4,claus; knocked; pole,The Santa Clause
Western,en,1962-10-01,7.1,eyes; tale; west,How the West Was Won
Comedy,en,2000-08-11,6.6,title; sentinels; impossible,The Replacements
"Adventure, Comedy, Family, Animation",fr,2017-07-26,6.3,jungle; he's; silly,The Jungle Bunch
"Comedy, Drama, Science Fiction",en,1985-06-21,6.6,energized; youthful; cocoons,Cocoon
"Animation, Action, Fantasy, Drama, Romance",ja,2019-01-12,6.7,murder; secrets; it.,Fate/stay night: Heaven's Feel II. Lost Butterfly
"Drama, Crime, Thriller, Mystery",en,2016-01-22,4.9,witnessing; death; police,Exposed
Horror,en,1961-05-01,6.5,bachelor; kindly; gentleman,The Curse of the Werewolf
"Drama, History",en,2021-10-21,7.1,playful; artist; louis,The Electrical Life of Louis Wain
"Animation, Adventure",ja,1999-03-06,7.5,night; children; would,Digimon Adventure
"Action, Comedy",cn,1994-10-13,6.8,case; head; here,From Beijing with Love
"Thriller, Crime, Mystery",en,2007-09-14,7.4,dies; violent; london,Eastern Promises
Drama,en,2017-10-06,7.4,year-old; times; wonder,The Florida Project
Drama,sv,1957-12-26,8.1,borg; include; dead,Wild Strawberries
Science Fiction,en,2018-05-21,4.6,convicts; dinosaurs; compete,The Jurassic Games
"Comedy, War",fr,1966-12-08,7.9,avoid; there; france,La Grande Vadrouille
Drama,ko,2008-12-30,6.9,set; produce; queen,A Frozen Flower
"Comedy, Music",en,2020-08-07,7.7,herself; father's; transforming,Work It
"Family, Comedy",en,2004-10-21,7.0,expressely; forbids; adopted,Chestnut: Hero of Central Park
Drama,en,1985-12-18,7.8,dream; reunited; holding,The Color Purple
"Music, Drama",en,2021-01-14,5.7,grandmother.; order; autism,Music
"Comedy, Crime, Action",en,2016-05-15,7.1,private; eye; porn,The Nice Guys
"Comedy, Drama, Music, Romance",en,2012-06-13,6.2,small; pursuing; sunset,Rock of Ages
Drama,en,2001-12-10,6.8,unapologetic; public; time.,Ali
"Action, Thriller, Crime, Adventure",en,1998-09-25,6.9,irish; russian; makes,Ronin
"Animation, Comedy, Adventure, Family",fr,2019-04-03,7.2,planet; hold; lands,Astro Kid
"TV Movie, Comedy, Romance",en,2017-03-24,7.2,encounters; reminds; times,Red Nose Day Actually
Documentary,fr,2017-06-28,7.7,form; director; varda,Faces Places
"Drama, Crime, Music",ru,1997-12-12,7.6,successful; unknown; victor,Brother
"Adventure, Comedy, Family",en,2003-08-18,4.4,"""civilization""; arrives; son",George of the Jungle 2
"Family, Mystery, Comedy, Fantasy",en,2020-01-25,6.2,11-year; polar; best,Timmy Failure: Mistakes Were Made
"Animation, Adventure, Action, Fantasy",en,2021-08-12,5.9,village; aiden; live,Monster Hunter: Legends of the Guild
"Action, Adventure, Drama, Thriller",en,2000-06-29,6.4,october; weather; magnificent,The Perfect Storm
"Drama, Comedy, TV Movie",en,2011-12-06,7.4,students; band; ultimately,Lemonade Mouth
"Thriller, Drama",en,2017-03-16,5.6,overwhelming; brutally; so,Vengeance: A Love Story
"Adventure, History, Action",en,2020-05-08,6.3,snowy; half-roman; swarming,The Legion
"Drama, Romance, Crime",en,2016-10-14,7.2,shut; some; huge,Priceless
"Music, Animation, Family, Fantasy",en,2015-01-23,7.1,potion; swamp-dwelling; possess,Strange Magic
"Horror, Thriller",en,2006-03-24,5.8,don't; connection; one-by-one,Stay Alive
"Comedy, Action",en,2002-01-25,6.3,spoof; martial; weaving,Kung Pow: Enter the Fist
"Drama, History",en,2009-12-10,7.2,language; newly; sport,Invictus
"Comedy, Crime",en,2004-03-05,5.8,"""hutch""; important; feldman",Starsky & Hutch
"Adventure, Animation, Comedy, Family",en,2016-01-14,4.7,apart.; directly; norm,Norm of the North
"Family, Animation",en,1983-10-19,7.7,ebenezer; classic; retelling,Mickey's Christmas Carol
"Action, Drama, War",en,2018-11-29,6.4,outside; war; relationship,An Ordinary Man
"Animation, Family, Fantasy",en,2015-03-02,7.3,principal; ghouls; day,Monster High: Haunted
"Thriller, History, Drama",en,2018-02-02,5.4,ultimately; except; paris.,The 15:17 to Paris
