Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Comedy, Romance",en,2011-02-25,5.6,marriages; pass'—one; sync,Hall Pass
"Thriller, Action, Crime",en,2005-04-01,7.4,dark…; do; right,Sin City
Drama,es,2021-06-04,6.5,live; myth; wander,Ama
"Action, Thriller, Crime",en,1997-06-05,6.7,"criminal; bag""; it's",Con Air
"Adventure, Comedy, Family, Fantasy",en,2018-08-02,7.3,loveable; spirited; it’s,Christopher Robin
"Action, Animation, Comedy",ja,2005-03-05,7.1,pirates; crew; hold,One Piece: Baron Omatsuri and the Secret Island
"Drama, Mystery, Thriller, Fantasy",en,2017-03-02,7.0,then; night; same,Before I Fall
"Crime, Drama, Thriller",en,2005-09-16,7.3,finally; ahead; yuri,Lord of War
"Drama, History",en,2003-10-29,6.5,begins; disgusted; reformation,Luther
"Adventure, Action, Thriller",en,1999-11-17,6.2,showdown; power; beautiful,The World Is Not Enough
"Comedy, Action, Science Fiction",en,2013-07-18,6.8,crawl; unwittingly; epic,The World's End
"Drama, Music, Romance",en,2021-06-10,7.3,bodega; washington; republic,In the Heights
"Romance, Drama",en,1981-07-17,5.6,passion; stop; kids,Endless Love
"Animation, Comedy, Family",en,2006-08-04,5.8,farmer's; someone; away,Barnyard
"Comedy, Family",en,2012-08-02,6.3,greg; bonding; pretends,Diary of a Wimpy Kid: Dog Days
Comedy,en,1995-04-26,7.1,hanging; friday; smokey,Friday
"Thriller, Horror, Comedy",en,2018-09-21,6.3,small; absolute; night,Assassination Nation
"Mystery, Animation, Comedy, Fantasy",en,2009-09-12,6.5,fred; unjustly; accused,Scooby-Doo! The Mystery Begins
"Adventure, Drama",en,2016-07-08,7.9,living; society; tries,Captain Fantastic
"Horror, Mystery, Thriller",en,2002-10-25,5.9,happen; once; demonic,Ghost Ship
"Thriller, Science Fiction, Action",en,2014-06-10,3.0,portal; earth; invaded,Age of Tomorrow
"Action, Adventure, Thriller",en,1996-06-07,7.1,stanley; wiped; francis,The Rock
"Animation, Science Fiction, Action",ja,2018-11-30,7.3,phenex; sealed; should,Mobile Suit Gundam Narrative
"Adventure, Animation, Fantasy",en,1978-11-15,6.6,ring; sauron's; journey,The Lord of the Rings
"Fantasy, Action, Thriller, Science Fiction, Mystery",ja,2008-02-09,5.8,serious; l.; ever,L: change the WorLd
"Action, Animation, Adventure, Comedy",ja,2008-03-01,7.0,manga.; nico; weren't,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom"
"Action, Animation, Crime, Science Fiction",en,2011-09-27,7.3,playboy; chicago; named,Batman: Year One
"Adventure, Drama",en,2019-06-28,5.1,religious; john; illness,The Other Side of Heaven 2: Fire of Faith
"Comedy, Animation, Family",en,2011-04-29,5.1,sister; riding; training,Hoodwinked Too! Hood VS. Evil
"Fantasy, Adventure, Comedy",fr,2020-02-12,5.8,grow; somewhere; imaginary,The Lost Prince
"Action, Crime, Thriller",en,2012-09-06,5.4,conceal; master; daughter,Stolen
"Adventure, Action, Science Fiction",it,2021-10-28,7.5,italy; nazi-occupied; 1943,Freaks Out
"History, Action, Drama",ru,2016-12-29,4.9,according; discord.; war”,Viking
"Fantasy, Horror",en,1999-03-12,5.5,tries; prisoners.; once,Wishmaster 2: Evil Never Dies
"Drama, Romance",it,2021-03-25,6.7,quickly; grow; under,Caught by a Wave
Mystery,en,1978-09-29,7.1,murdered; board.; heiress,Death on the Nile
Comedy,en,2019-05-25,6.3,york; europe; wife,Murder Mystery
Animation,ja,1992-03-07,7.0,fight; sky; doraemon,Doraemon: Nobita and the Kingdom of Clouds
"Action, Thriller, Science Fiction, Adventure",en,2005-07-21,6.7,lie; like; 2019,The Island
"Comedy, Romance",en,2004-02-13,6.8,until; meets; henry,50 First Dates
"Action, Science Fiction, Thriller",en,1987-02-17,6.5,state; 2017; evade,The Running Man
"Thriller, Fantasy",en,2002-02-22,6.5,late; grieving; patient's,Dragonfly
"War, Drama, History, Action",en,2014-01-24,6.0,curators; went; wwii,The Monuments Men
"Adventure, Horror, Thriller",en,2009-10-14,5.9,half-wild; terrors.; companions,The Descent: Part 2
"Drama, Comedy",en,2014-10-17,7.5,fading; prove; mount,Birdman or (The Unexpected Virtue of Ignorance)
"Drama, Thriller, Crime, Mystery",fr,2002-05-22,7.3,destroys; ex-lover; beautiful,Irreversible
"Animation, Comedy, Science Fiction, TV Movie",en,2015-09-01,7.8,rigby; mordecai; universe,Regular Show: The Movie
Horror,en,1987-10-02,6.9,roam; boy; vampires,Near Dark
"Action, Science Fiction",en,2021-08-27,7.0,armada; destroy; sent,Megalodon Rising
"Horror, Thriller",en,2022-02-17,2.0,associated; blood-soaked; visions,Jeepers Creepers: Reborn
"Drama, Action, Fantasy",zh,2021-02-12,7.4,lord; rule; author,A Writer's Odyssey
"Animation, Science Fiction, Action, Drama",ja,2012-11-17,7.4,protected; befriending; former,Evangelion: 3.0 You Can (Not) Redo
"Action, Comedy",cn,1978-10-05,7.3,skills; kung; fu,Drunken Master
"Mystery, Science Fiction",en,1998-02-27,7.3,nightmarish; beings; run,Dark City
"Thriller, Drama, Romance",ko,2016-06-01,8.3,involved; she's; something,The Handmaiden
Comedy,en,2015-12-25,6.2,mild-mannered; ensue; freewheeling,Daddy's Home
Action,en,1993-08-20,6.3,wealthy; men; form,Hard Target
"Fantasy, Thriller, Horror",en,2011-03-11,6.0,famed; call; marry,Red Riding Hood
"Drama, Comedy",en,2018-11-23,7.6,sarah; cousins; resulting,The Favourite
"Action, Comedy, Crime",en,2017-01-16,6.1,motorcycle; adventures; freeways,CHiPS
Family,en,2017-07-11,5.7,grandfather; faces; boy,Camp Cool Kids
"Horror, Mystery, Fantasy",en,1994-10-13,6.4,making; langenkamp; film,New Nightmare
"Action, Adventure, Comedy, Science Fiction, Western",en,1999-06-29,5.3,stop; legless; southern,Wild Wild West
"Thriller, Drama, Adventure, Action, History",en,2015-11-20,6.7,almost; human; mammoth,In the Heart of the Sea
"Drama, Romance",en,2008-11-12,7.7,millionaire?’; impoverished; wants,Slumdog Millionaire
"Drama, Crime, Mystery, Thriller",en,2021-05-14,6.1,living; alone; witness,The Woman in the Window
"Animation, Science Fiction, Action, Drama",ja,2007-09-01,7.7,retitled; child; famous,Evangelion: 1.0 You Are (Not) Alone
"Action, Adventure, Thriller",en,1985-10-03,6.6,fully; done; matrix,Commando
"Drama, History",en,1995-04-16,8.4,joseph; abilities; fathers',Joseph
"Action, Thriller",en,2022-02-25,2.0,hardest; psychotic; assassin,The Last Mark
"Animation, Family, Adventure, Comedy",en,2006-09-29,6.1,deer; season.; form,Open Season
"Animation, Family",en,2009-02-24,6.6,wildflowers; meet; wildflowers.,Barbie Presents: Thumbelina
"Crime, Comedy",en,2000-09-01,7.8,russian; incompetent; supposedly,Snatch
"Romance, Fantasy, Drama, Comedy",en,1993-02-11,7.6,day; small; repeating,Groundhog Day
"Animation, Family, Adventure, Comedy, Science Fiction",en,2020-11-17,6.8,gain; holiday; star,The Lego Star Wars Holiday Special
"Adventure, Action, Thriller, Mystery",en,2004-11-19,6.6,race; benjamin; independence,National Treasure
"Drama, Crime",en,2007-11-02,7.6,importing; importer; so,American Gangster
Drama,en,2012-02-08,6.4,sex; scenes; look,Fucking Different XXX
"Action, Crime, Thriller",en,2015-10-15,5.7,routine; alex; revenge,Momentum
"Science Fiction, Action",en,2021-06-25,2.0,kingdom.; rex; period,Jurassic World: Dominion - Prologue
"Action, Thriller, Crime",en,2012-01-13,6.4,female; however; hotel,Man on a Ledge
Action,en,2015-03-10,5.7,wife; village; ni,The Man with the Iron Fists 2
"Comedy, Romance",en,2017-08-29,6.0,team; aside; set,Bring It On: Worldwide #Cheersmack
"Romance, Drama",en,2001-01-01,4.8,callers; attractive; line,Talk Sex
"Action, Crime, Drama",en,2014-04-22,5.9,struggles; justice.; day,Brick Mansions
"Animation, Family, Fantasy",es,2007-10-31,7.6,older; child; leo,The Legend of the Nahuala
"Crime, Drama",en,1986-08-08,7.9,decide; hit; gordie,Stand by Me
"Comedy, Romance",en,2010-02-10,5.9,sex; grade-school; awake,Valentine's Day
"Comedy, Romance",en,2010-09-24,6.3,change; stripes.; aunt,You Again
"Comedy, Horror",es,2013-09-20,6.3,gang; witches; sacrifice,Witching & Bitching
"Thriller, Horror, Mystery",en,2012-10-10,5.4,eve; demonic; revelation,Silent Hill: Revelation 3D
"Comedy, Family, Fantasy",en,1993-07-16,7.0,reign; witches; night,Hocus Pocus
"Science Fiction, Thriller",en,2020-10-01,5.1,humankind; dying; face,2067
"Adventure, Animation, Fantasy, Family",en,2015-07-29,7.6,movie; everything; resignation,The Little Prince
"Crime, Drama, Romance",en,1961-12-13,7.3,kids; rival; west,West Side Story
Comedy,en,2016-07-07,6.1,respectable; dave; placing,Mike and Dave Need Wedding Dates
"Action, Crime, Drama, History, Thriller",en,2016-12-12,7.0,hunt; clock; marathon,Patriots Day
"Comedy, Romance",ja,2016-02-02,7.6,then; same; obedient,The Black Devil and the White Prince
"Horror, Fantasy, Comedy",en,2018-12-11,6.0,leprechaun; sorority; grounds,Leprechaun Returns
"Science Fiction, Action, Adventure",en,1982-07-09,6.7,invented; grid; security,Tron
Action,en,2018-06-05,5.9,“client”; deeper; pulls,The Debt Collector
"Western, Action",en,1993-12-25,7.6,doc; earp; thriving,Tombstone
Comedy,en,2004-02-20,6.5,cyber-buddy; berlin; embark,EuroTrip
"Adventure, Drama, Thriller",en,2017-06-27,6.5,deadliest; jungle; terrifying,Jungle
"Animation, Family, Fantasy",en,2013-08-25,7.0,prove; helps; fast,Barbie Mariposa & the Fairy Princess
"Crime, Drama, Thriller, Action",en,2019-10-11,6.9,jesse; forge; pinkman,El Camino: A Breaking Bad Movie
"Crime, Comedy",en,2000-05-31,5.8,order; sent; known,Big Momma's House
"Action, Comedy",en,2016-01-14,6.2,james; approaches; wedding,Ride Along 2
"Action, Thriller",no,2018-08-31,6.8,estranged; children; races,The Quake
"Animation, Comedy, Adventure, Family",en,2014-07-17,6.2,vehicles; again; never,Planes: Fire & Rescue
"Animation, Science Fiction, Family",en,2007-08-10,7.2,battle; itself; go,Ben 10: Secret of the Omnitrix
"Horror, Comedy, Fantasy",en,1987-03-13,7.5,williams; recorded; unleashed,Evil Dead II
Documentary,en,2015-02-06,5.9,analysis; ends; films,X-Rated: The Greatest Adult Movies of All Time
"Action, Drama, History",cn,2015-12-24,7.0,crooked; city; led,Ip Man 3
"Animation, Action, Science Fiction, Fantasy",en,2010-11-16,7.3,billy; envy; captain,Superman/Shazam!: The Return of Black Adam
"Action, Adventure",en,1998-07-16,6.5,legendary; precious; oppression,The Mask of Zorro
Horror,ru,2021-11-11,4.6,female; reality; relive,Row 19
Horror,es,2013-07-25,6.6,galliani); contact; teenage,General Cemetery
"Thriller, Drama",en,2016-02-05,5.3,same; answers; mystery,Wildflower
"Comedy, Drama",sv,2021-06-03,5.9,big; archipelago; dylan,Dancing Queens
"Animation, Drama",ja,2014-03-01,7.1,there; person; place...,Harmonie
"Fantasy, Drama",en,2015-03-20,6.7,ignites; always; faith,Do You Believe?
"Science Fiction, Adventure, Drama, Action",en,1968-02-07,7.6,future; apes; lands,Planet of the Apes
"Adventure, Animation, Family",en,2011-03-09,6.0,martians; moms; so,Mars Needs Moms
"Action, Comedy, Science Fiction",en,2016-12-21,6.1,speed; creech; super-powered,Monster Trucks
Documentary,en,2010-02-07,6.7,parts; cameron's; avatar.,Avatar: Creating the World of Pandora
"Science Fiction, Drama",en,2009-06-12,7.6,year; finally; along,Moon
"Music, Documentary",en,2021-10-08,7.2,rooftop; fans; across,Justin Bieber: Our World
"Adventure, Drama, Action, History, War",en,1999-10-27,6.3,diminished; turmoil.; amazing,The Messenger: The Story of Joan of Arc
"Comedy, Action, Documentary",en,2002-10-25,6.2,live; even; course,Jackass: The Movie
"Comedy, Romance",en,2019-02-08,6.2,colleagues; hear; newfound,What Men Want
"Comedy, Romance",en,2000-12-15,6.4,suddenly; chauvinistic; hear,What Women Want
"Adventure, Action, Thriller",en,1971-12-13,6.4,sold; bond; las,Diamonds Are Forever
"Fantasy, Animation, Family",zh,2016-07-31,7.5,battle; beautiful; authority,Throne of Elves
"Action, Thriller, Crime",fr,2009-02-18,6.4,five; measures; bosses,District 13: Ultimatum
"Drama, Thriller, Science Fiction",en,2011-09-08,6.6,faster; cure; virus,Contagion
"Comedy, Family, Adventure",en,2005-12-21,6.1,levy; children; martin,Cheaper by the Dozen 2
"Family, Fantasy, Animation, Adventure",en,1992-04-10,6.3,defend; fairy; boy,FernGully: The Last Rainforest
"Horror, Thriller, Mystery",en,2020-09-28,4.7,sister's; presence; baldwin,Reaptown
"Family, Adventure, Animation, Fantasy, Action",ja,2007-07-14,6.8,deadly; (this; erupt,Pokémon: The Rise of Darkrai
"Family, Action, Adventure, Comedy",en,2008-05-07,6.2,driver.; team; police,Speed Racer
"Animation, Family, Adventure, Fantasy, Action",ja,1998-07-18,6.9,explodes; none; vs.,Pokémon: The First Movie - Mewtwo Strikes Back
"Thriller, Mystery, Drama",en,2018-08-24,7.6,single; david; later,Searching
Horror,en,2020-11-13,5.9,candles; tell; terrible,The 100 Candles Game
"Comedy, Music, TV Movie",en,2010-09-17,6.3,some; over-the-top; drummed,Camp Rock 2: The Final Jam
"Thriller, Action, Drama",en,2017-10-27,5.9,body; transforms; daughter,Acts of Vengeance
"Crime, Drama, Thriller",en,2007-11-08,7.9,blur; texas; sheriff,No Country for Old Men
"Drama, Romance",en,2012-04-19,7.1,even; logan; thibault,The Lucky One
"Action, Animation, Drama",ja,2016-02-06,7.4,leader; prepares; mt.,New Initial D the Movie - Legend 3: Dream
"Comedy, Romance",en,2016-01-21,6.2,need; match; city,How to Be Single
"Science Fiction, Action, Thriller",en,2009-09-24,6.1,forced; cop; live,Surrogates
Action,en,1973-08-17,7.4,spy; tournament; reclusive,Enter the Dragon
Drama,en,1975-11-18,8.4,hospital; state; randle,One Flew Over the Cuckoo's Nest
"Animation, Adventure, Family",en,1994-12-12,6.3,chase; accidentally; reveals,The Land Before Time: The Great Valley Adventure
"Science Fiction, Romance, Drama",en,2021-02-05,5.5,greg; greg; streets,Bliss
"Drama, Romance",en,2016-09-02,7.1,wife; australia; off,The Light Between Oceans
Documentary,en,2021-11-09,5.6,cultural; global; launches,Dear Rider: The Jake Burton Story
"Action, Drama, Thriller",en,2009-05-24,7.5,finale; series; sara,Prison Break: The Final Break
"Action, Drama, Thriller",en,2013-10-10,7.6,richard; ship; somali,Captain Phillips
"Animation, Comedy",es,2006-04-21,7.7,crazy; return; farms,A Movie of Eggs
"Adventure, Animation, Comedy, Family",en,2005-09-04,7.0,town; adventure; eccentric,Wallace & Gromit: The Curse of the Were-Rabbit
"Adventure, Fantasy, Family",en,2003-12-18,7.2,tales; night; night,Peter Pan
Horror,en,2013-01-17,6.2,tells; girls; still,Mama
"Drama, History",en,1959-03-18,7.2,amsterdam; forced; jewish,The Diary of Anne Frank
"Adventure, Animation, Family, Fantasy",en,2017-11-01,6.7,bergens; trolls; gang,Trolls Holiday
"Adventure, Science Fiction",en,1993-06-11,7.9,park; off-line; dinosaurs,Jurassic Park
Thriller,en,1993-09-24,6.7,aunt; signs; who's,The Good Son
"Drama, Romance",en,1999-03-05,6.8,thirst; kathryn; if,Cruel Intentions
"Family, Comedy, Science Fiction, Adventure, Animation",en,2009-11-19,5.8,american; home; capture,Planet 51
"Comedy, Crime",en,1984-03-22,6.6,mahoney; need; police,Police Academy
"Adventure, Animation, Comedy, Family",en,2009-10-23,7.8,seek; revenge; heist,Fantastic Mr. Fox
"Drama, History",en,2016-02-18,6.1,weeks; risen; powerful,Risen
"Adventure, Fantasy, Animation, Action, Family",ja,2000-07-08,6.4,satoshi; father.; satoshi's,Pokémon 3: The Movie - Spell of the Unown
"Drama, Comedy",en,2017-08-25,6.2,shut; spurlock; michael,All Saints
"Fantasy, Action, Adventure",zh,2017-07-13,7.7,tells; betrayal; gain,Immortal Demon Slayer
"Drama, Thriller",fr,2021-09-10,6.1,hushed; replace; discreet,Azor
"Horror, Thriller, Fantasy",en,2017-07-07,5.6,price; magical; powers,Wish Upon
"Action, Adventure, Comedy, Horror, Science Fiction",en,2015-10-06,5.4,above; attack; south,Tremors 5: Bloodlines
Drama,en,2020-03-06,7.5,housing; access; ingenious,The Banker
"Action, Crime, Thriller",en,2014-05-09,5.2,seeks; criminal; russian,Rage
"Action, Adventure, Romance, Science Fiction, Thriller",en,2013-03-22,6.3,free; humans; called),The Host
"Science Fiction, Horror",en,1993-10-01,6.7,accident; having; operation,Return of the Living Dead III
"Family, Romance, Comedy",en,2019-11-12,7.3,collar-free; footloose; lady,Lady and the Tramp
Drama,en,2013-05-31,6.0,persian; ester; haman,The Book of Esther
"Fantasy, Thriller, Mystery",ja,2006-10-28,6.9,light; kira; named,Death Note: The Last Name
"Fantasy, Animation, Drama, Science Fiction",ja,2006-07-15,7.8,grades; konno; quite,The Girl Who Leapt Through Time
"Adventure, Drama",en,2015-06-26,7.1,u.s.; soldiers; returns,Max
"TV Movie, Thriller",en,2021-09-24,2.0,college; under; resident,The Secret Lives of College Freshmen
"Science Fiction, Thriller, Drama",en,2013-10-03,7.2,spiraling; fear; kowalsky,Gravity
"Horror, Comedy",en,1981-08-21,7.4,locals; england; none,An American Werewolf in London
"Crime, Drama",en,2017-01-01,7.1,high-stakes; investigation); former,Molly's Game
"Fantasy, Romance",fr,2014-02-12,6.1,published.; joyful; belle,Beauty and the Beast
Comedy,en,1984-06-08,7.1,paul; popular; caught,Top Secret!
"Action, Comedy",en,1989-07-01,6.9,unable; plane; along,The Gods Must Be Crazy II
"Adventure, Action, Comedy, Romance",en,1998-06-12,6.0,robin; plane; escape,Six Days Seven Nights
Horror,it,1980-02-07,6.3,amazon; returns; rescue,Cannibal Holocaust
"Drama, Romance",en,2003-09-01,7.3,strikes; studying; american,The Dreamers
"Drama, Romance",tr,2013-11-15,7.8,antagonistic; home; daughter,Water and Fire
"Adventure, Drama, Western",en,1990-03-30,7.9,hero; reward; unlikely,Dances with Wolves
"Drama, War",en,1979-08-15,8.3,sent; captain; mission,Apocalypse Now
Comedy,en,2018-03-14,6.3,deal; lose; operation,Blockers
"Comedy, Adventure, Family",en,2014-11-24,7.1,brown; travels; bear,Paddington
"Drama, Romance",it,1994-01-27,4.7,daydreams; asks; depression.,The Voyeur
"Action, Thriller, Horror",fr,2018-02-07,6.4,until; impromptu; arrive,Revenge
"Crime, History, Drama",en,2021-08-19,6.8,death; formed; complicated,No Man of God
"Action, Drama, Crime",en,2011-10-27,5.8,chasing; certain; paul,The Double
"Drama, Action, Thriller",zh,1972-03-22,7.3,japanese; returns; continual,Fist of Fury
"Animation, Comedy, Family",en,2005-12-05,6.4,hut; boy; chef,Kronk's New Groove
"Comedy, Romance",en,2009-06-05,6.1,wonders; native; named,My Life in Ruins
Thriller,tl,2022-02-04,4.0,things; classmate; obsession,"Kinsenas, Katapusan"
"Drama, Crime, Music",en,2005-11-09,6.7,tale; music; pursue,Get Rich or Die Tryin'
"Family, Animation, Adventure",en,2015-10-07,7.3,treasure; unexpected; treasure,Barbie & Her Sisters in the Great Puppy Adventure
"Action, Adventure, Thriller",en,1987-06-29,6.5,plot; union; west,The Living Daylights
"Adventure, Action, Thriller, Science Fiction",en,1979-04-12,6.7,brutalize; motorcycle; civilians,Mad Max
"Family, Comedy, Action",en,2011-08-18,4.7,team; since; along,Spy Kids: All the Time in the World
"Animation, Horror, Action, Science Fiction",en,2008-02-13,6.8,mutated; whilst; warrior,Resident Evil: Degeneration
"Drama, Horror, Mystery, Thriller",en,2018-09-06,6.4,result; friend; good,The Lie
"Family, Animation, Adventure",ja,2001-03-10,7.3,gusuke; shizuka; home,Doraemon: Nobita and the Winged Braves
"Animation, Family, Fantasy",en,1997-11-11,6.2,season; hatred; mind,Beauty and the Beast: The Enchanted Christmas
"Comedy, Music, Romance",en,2012-09-28,7.3,top; arrangements; beca,Pitch Perfect
"Romance, Comedy, Drama",ja,2017-05-20,6.9,away.; jealousy; envy,Peach Girl
"Action, Animation, Adventure",ja,2003-03-01,6.9,secret; people; pirate,One Piece: Dead End Adventure
"Horror, Thriller",en,2019-02-20,5.5,neuroscientist's; inadvertently; deadly,Discarnate
"Action, Horror, Thriller",en,2008-01-01,4.8,cure.; pregnant; original,Anaconda 3: Offspring
"Animation, Family, Action, Adventure, Science Fiction",en,2008-09-02,6.9,parents'; avengers; enemy,Next Avengers: Heroes of Tomorrow
"Drama, Comedy, Romance",cn,1994-07-14,8.0,policemen; figure; frequents,Chungking Express
"Comedy, Family",en,2009-11-24,5.5,japanese; next; he's,Old Dogs
"Action, Thriller, Drama",en,2016-08-11,6.2,estranged; wayward; protect,Blood Father
"Animation, Comedy, Family, Mystery",en,2014-03-25,7.4,secret; solving; gets,Scooby-Doo! WrestleMania Mystery
"Animation, Drama, History, Horror",ja,2012-09-29,7.0,kyoto; enraged; wasteland,Asura
"Drama, Western",da,2014-05-22,6.4,alone; america; leader.,The Salvation
"Adventure, Science Fiction, Family, Fantasy",en,2018-03-08,5.1,meg; father; disappearance,A Wrinkle in Time
"Science Fiction, Action, Adventure",en,2013-10-24,6.6,based; training; defend,Ender's Game
"Comedy, Family, TV Movie, Romance",en,2011-12-03,7.1,late; invited; surprises,A Princess for Christmas
"Drama, Comedy, Romance",es,2010-08-27,7.2,se; con; que,"No eres tú, soy yo"
Drama,es,2021-03-04,6.6,give; baby; idea,Souvenir
Drama,ko,2022-03-09,0.0,meets; korea; math,In Our Prime
"Horror, Thriller",en,1983-08-10,6.0,"bernard; ""cujo""; contracts",Cujo
Comedy,en,2012-12-20,5.8,both; turn; debbie,This Is 40
"Adventure, Animation, Comedy, Family",en,2004-08-04,6.6,secretly; ensure; behalf,"Mickey, Donald, Goofy: The Three Musketeers"
"Crime, Romance, Thriller",en,2018-07-13,4.7,lucas; russian; travels,Siberia
"Animation, Family, Comedy",en,2016-01-28,7.4,call; brickton; classic,Lego Scooby-Doo!: Haunted Hollywood
"Comedy, Drama",en,2015-12-11,7.3,made; meltdown; millions,The Big Short
"Mystery, Thriller, Drama",en,2001-10-05,6.5,radio; turns; colorado,Joy Ride
"Horror, Comedy",en,2017-10-20,5.7,campground; gang; haunted,Boo 2! A Madea Halloween
"Thriller, Action, Science Fiction",en,2014-09-19,5.3,alien; wake; documentary,Alien Outpost
"Fantasy, Horror, Comedy",en,1992-10-31,7.3,friend; book; arthur.,Army of Darkness
"Crime, Thriller, Mystery, Comedy",en,2018-08-29,6.6,nicky; son.; nicky,A Simple Favor
"Thriller, Science Fiction, Mystery, Romance",en,1997-09-07,7.6,determined; society; future,Gattaca
"Comedy, Drama, History",en,2017-10-20,7.0,like; rolling; stalin,The Death of Stalin
"Drama, History",en,2017-11-22,7.4,exploring; war; thrilling,Darkest Hour
"Horror, Action, Science Fiction",ja,2010-11-29,6.6,teens; dominated; black,Gantz
Drama,en,2018-07-18,6.9,consists; lydia; pennsylvania,The Miseducation of Cameron Post
"Action, Comedy, Thriller, Mystery",en,2016-07-21,5.6,gambler; hong; kong,Skiptrace
"Family, Animation",en,2014-02-15,7.0,power; unexpected; seize,Barbie: The Pearl Princess
"Action, Drama, Science Fiction, Thriller",en,2018-07-15,6.0,invaded; army; destruction,Extinction
"Comedy, Drama",en,2015-07-01,6.2,top; hit; road,Magic Mike XXL
"Thriller, Drama",en,2022-03-04,5.0,single; missing; pull,Nightride
Animation,ja,2017-07-27,5.7,training; down; team,Boruto: Jump Festa Special
"Drama, Family",en,1966-09-28,7.2,part; flood; noah,The Bible: In the Beginning...
"Action, Fantasy",en,2020-07-10,7.2,warriors; immortal; humanity,The Old Guard
"Thriller, Horror",en,1989-04-07,6.6,sailing; trip; survivor,Dead Calm
"Crime, Drama, Action, Thriller",en,2010-11-23,6.3,down; brother; 10,Faster
"Fantasy, Horror, Comedy",en,1984-06-07,7.1,peltzer; town; horde,Gremlins
"Drama, History, Romance",en,2022-01-21,7.0,biblical; book; retelling,Redeeming Love
"Drama, Thriller, Horror",en,1993-04-02,6.4,obsessive; writer; teenager,The Crush
"Drama, History, Crime",en,2017-09-07,7.4,safecracker; parisian; strong,Papillon
"Comedy, Music, Drama",en,2008-10-03,6.4,down; winds; ups,Nick and Norah's Infinite Playlist
"Family, Comedy",en,2007-04-04,5.7,contractor; decide; idea,Are We Done Yet?
"Horror, Action, Science Fiction",en,2002-03-15,6.6,hell; leaks; turning,Resident Evil
"Comedy, Family",en,2021-12-03,7.2,y2k; broken; beverly,Mixtape
"Drama, Action",en,2014-06-13,4.4,truth; merciless; karl,Kite
"Drama, Mystery, Crime",en,2018-11-16,6.4,prior; apart; images,The Clovehitch Killer
"Fantasy, Animation, Science Fiction",ja,2006-12-16,6.9,karakura; ichigo; kuchiki,Bleach the Movie: Memories of Nobody
"Drama, Comedy",es,1955-02-24,7.1,friend; well-cared; special,The Miracle of Marcelino
"Action, Adventure, Drama, Fantasy",ja,2014-09-13,7.8,kenshin; sail; sets,Rurouni Kenshin Part III: The Legend Ends
"Family, Fantasy, Music",en,2020-11-06,6.7,eccentric; lives; imaginary,Jingle Jangle: A Christmas Journey
Drama,en,2019-04-10,7.7,son; 15; joyce's,Breakthrough
"Action, Animation",en,2019-07-21,8.0,other.; work; santa!),Teen Titans Go! vs. Teen Titans
"Horror, Animation",ja,2017-02-11,4.0,student; festival; ao,Ao Oni The Animation
"Comedy, Romance, Horror",en,2012-08-25,5.3,beautiful; jeopardize; focuses,Vamps
Documentary,en,2020-07-30,7.0,balance.; its; its,Yellowstone
"Adventure, Horror, Thriller",en,1997-04-11,5.1,along; taken; capture,Anaconda
"Action, Thriller",en,2013-09-04,4.5,witnessed; try; woods,Breakout
"Horror, Thriller",en,2010-10-04,4.9,alaska; attracts; relocates,30 Days of Night: Dark Days
Horror,en,2020-06-15,6.4,flossed; 15; tooth,Return of the Tooth Fairy
"Action, Crime, Thriller",en,2016-07-15,5.2,off; trust; eddie,Precious Cargo
"Drama, Thriller, War",en,2008-10-10,7.3,maverick; put; sergeant,The Hurt Locker
"Drama, Action, Thriller",en,1993-08-06,7.4,wrongfully; clear; real,The Fugitive
"Animation, Comedy, Fantasy",en,1992-07-10,5.5,sets; would; lustful,Cool World
"Horror, Action, Comedy, Science Fiction, Thriller",en,1986-04-11,6.4,opposed; ball; intergalactic,Critters
"Action, Adventure, Fantasy",en,2008-04-18,6.6,arts; crew; discovery,The Forbidden Kingdom
"Drama, Romance",en,2013-10-18,6.2,cars; women; past,I'm in Love with a Church Girl
"Comedy, Drama, Animation",en,2021-09-16,4.9,live; duel; door,Monstruosamente Solo
"Adventure, Action, Comedy, Thriller",cn,1998-01-17,7.1,crash; energy; turncoat,Who Am I?
"Action, Crime, Thriller",en,2017-01-12,5.9,downs; web; stakes,Sleepless
"Action, Adventure, Science Fiction",en,2008-02-13,6.1,determined; ability; bloodthirsty,Jumper
"Action, Horror, Science Fiction",en,2018-04-17,5.2,consult; carl; conservationist,Deep Blue Sea 2
Drama,en,2021-09-23,6.9,far; compete; sexual,Birds of Paradise
"Animation, Family, Mystery, Comedy, Western",en,2017-02-14,8.0,discovered; town; scooby,Scooby-Doo! Shaggy's Showdown
"Comedy, Drama, Western",en,2018-11-09,7.2,civil; motley; strangers,The Ballad of Buster Scruggs
"Animation, Fantasy, Adventure",ja,2009-12-12,7.5,abducts; impel; golden,One Piece Film: Strong World
Drama,en,2008-12-09,8.0,prized; kowalski; tried,Gran Torino
"Action, Adventure, Animation",en,2019-11-21,8.4,bonded; extinction.; tragedy,Primal: Tales of Savagery
"Adventure, Animation, Action",en,2014-07-29,6.3,army; america; captain,Iron Man & Captain America: Heroes United
