Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Family, Fantasy, Adventure, Comedy, Horror",en,2020-10-25,6.5,goes; deceptively; rural,Roald Dahl's The Witches
Comedy,es,2021-12-25,3.5,excursion; excursion; allow,El Paseo 6
"Horror, Drama",en,2021-04-30,5.7,mother; dead; solace,Separation
"Animation, Science Fiction, Action",ja,2022-04-22,0.0,1; once; people,Dragon Ball Super: Super Hero
Romance,en,2022-08-25,0.0,met; good; than,After Ever Happy
"Drama, Thriller, War",en,2009-01-22,7.1,marine; triggers; brother,Brothers
"Animation, Comedy, Fantasy, Adventure, Family",en,2001-05-18,7.7,easy; ain't; teams,Shrek
"Action, Comedy, Documentary",en,2022-02-01,7.1,steveo; some; joy,Jackass Forever
"Adventure, Family, Animation, Action, Comedy",en,2014-10-24,7.8,inflatable; hightech; bond,Big Hero 6
"Animation, Comedy, Fantasy",en,2021-04-02,7.5,tinkles; monster; drac,Monster Pets: A Hotel Transylvania Short
"Romance, Comedy",es,2015-03-03,6.2,education; university; easy,Off Course
"Action, Adventure, Fantasy",en,2014-12-10,7.3,dwarves; it:; treasure,The Hobbit: The Battle of the Five Armies
"Action, Adventure",ru,2021-04-01,6.8,attitude; standing; policeman,Major Grom: Plague Doctor
"Animation, Family",en,2021-01-13,7.1,wishbone; hunter; three,Monster Family 2
"Action, Crime, Thriller",en,2021-07-14,6.4,gang; sam; professional,Gunpowder Milkshake
"Crime, Horror",ja,1986-01-18,4.0,physically; sisters; sexually,Beautiful Sisters: Flesh Slave
"Action, Drama, Crime",en,2021-01-22,6.7,|; tom; lee,Narco Sub
"Adventure, Fantasy, Mystery",en,2007-06-28,7.7,jk; hogwarts; battle!,Harry Potter and the Order of the Phoenix
"Crime, Thriller",en,2015-09-09,6.9,achieve; running; unstable,Legend
"Animation, Comedy, Mystery, Family, Fantasy",en,2021-09-14,8.2,giant; warriors; strange,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog
"TV Movie, Animation, Comedy, Family, Drama",en,2021-08-13,7.0,celebration; couple; say,Descendants: The Royal Wedding
"Family, Animation, Adventure, Comedy, Fantasy",en,2019-11-20,7.3,head; kingdom; ancient,Frozen II
"Horror, Action",en,2021-08-13,7.5,shark; flooded; it's,Swim
"Drama, Science Fiction",zh,2021-08-27,6.6,getting; generations; improve,Mutation on Mars
"Science Fiction, Thriller, Mystery",en,2021-09-03,5.5,creator; hired; colony,Zone 414
"Fantasy, Adventure",en,2011-07-07,8.1,once; rival; ron,Harry Potter and the Deathly Hallows: Part 2
"Action, Adventure, Science Fiction",en,2015-04-22,7.3,epic; uneasy; hangs,Avengers: Age of Ultron
"Action, Adventure, Fantasy, Science Fiction",en,2017-10-24,7.6,asgard; hela; universe,Thor: Ragnarok
"Horror, Fantasy",en,2019-09-04,6.9,grown; moved; away,It Chapter Two
"Family, Animation, Drama",en,1994-06-23,8.3,grows; remain; days,The Lion King
"Drama, History",en,2021-11-18,8.0,richard; daughters; serena,King Richard
"Thriller, Horror, Mystery",en,2021-10-21,7.5,wannabe; dazzling; consequences,Last Night in Soho
"Action, Fantasy",en,1992-06-19,6.9,transforms; deals; businessman,Batman Returns
"Adventure, Fantasy, Drama, Romance",en,2010-06-23,6.2,approaching; vampire; knowing,The Twilight Saga: Eclipse
"Crime, Drama, Thriller",en,2021-09-03,6.4,secret; shares; wife,Wild Indian
Comedy,en,2012-03-01,6.8,party; things; night,Project X
Action,en,2021-08-19,6.6,assassin; survival; turns,The Protégé
"Crime, Thriller, Drama, Action",en,2021-11-05,5.9,robbery; red; may,Ida Red
"Horror, Thriller",en,2013-01-14,5.6,storage; old; apparition,The Haunting of Helena
"Action, Adventure, Crime",zh,2020-09-30,6.3,world's; company; covert,Vanguard
"Adventure, Fantasy, Action",en,2003-07-09,7.8,girl's; decides; pillaging,Pirates of the Caribbean: The Curse of the Black Pearl
"Animation, Comedy, Family",en,2021-07-07,7.5,universe; heroes; yet:,"The Simpsons: The Good, the Bart, and the Loki"
"Action, Thriller, Crime",en,2021-01-15,7.0,jim; shootout; flee,The Marksman
"Adventure, Family, Drama",fr,2021-12-15,7.3,separate; gradually; order,Vicky and Her Mystery
"Animation, Adventure, Comedy, Fantasy",ja,2019-08-30,8.4,wants; yunyun; demons,KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson
"Drama, Crime",pt,2021-10-22,7.1,impoverished; trafficker; teen,7 Prisoners
Documentary,es,2022-02-23,6.5,crisis; hunt; madrid,11M
"Science Fiction, Action",ko,2021-04-12,7.6,clone; causing; former,Seobok: Project Clone
"Animation, Family, Comedy, Fantasy, Adventure",en,2004-05-19,7.2,godmother; off; marriage,Shrek 2
"Adventure, Fantasy, Family",en,2010-02-01,6.2,gods; zeus'; actually,Percy Jackson & the Olympians: The Lightning Thief
"Romance, Animation, Drama",ja,2016-08-26,8.5,suddenly; happen; night,Your Name.
Comedy,en,2021-12-17,5.9,ceo; company; spend,Chief Daddy 2: Going for Broke
"Adventure, Action, Science Fiction",en,2016-04-27,7.4,captain; age; superhuman,Captain America: Civil War
"Crime, Thriller, Drama",en,2019-10-02,8.2,standup; crime; insane,Joker
"Crime, Drama, Thriller, Action",en,2012-12-20,6.6,shots; reacher!; violence,Jack Reacher
"Comedy, Drama",it,2022-03-04,6.7,reallife; makes; twist,The Invisible Thread
"Drama, Action, Thriller",en,2021-08-11,5.9,transpire; events; civilian,SAS: Red Notice
"Adventure, Fantasy, Drama",en,2020-09-04,7.0,true; huns; daughter,Mulan
"Comedy, Romance",en,2022-02-10,6.1,loves; moments; houses,I Want You Back
"Adventure, Fantasy, Action",en,2006-07-06,7.3,davy; works; avoid,Pirates of the Caribbean: Dead Man's Chest
Action,en,2009-09-29,6.5,merciless; taken; execution,Ninja Assassin
"Crime, Drama, Comedy",en,2013-12-25,8.0,based; belfort's; corruption,The Wolf of Wall Street
"Animation, Adventure, Fantasy, Family, TV Movie",en,2021-12-30,7.4,trolberg; human; courage,Hilda and the Mountain King
"Action, Adventure, Drama",ja,2021-06-04,7.8,assassin; known; huge,Rurouni Kenshin: The Beginning
"Action, Adventure, Comedy",ml,2021-12-24,7.2,if; needs; powers,Minnal Murali
"Animation, Adventure, Fantasy, Action, Family",ja,2019-07-12,6.7,battle; pokémon; artificially,Pokémon: Mewtwo Strikes Back - Evolution
"Animation, Action, Adventure, Fantasy",ja,2021-07-30,7.0,chaldea; destroy; solomon,Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon
"Science Fiction, Action, Adventure, Comedy",en,2014-08-07,5.9,city; emerge; kingpin,Teenage Mutant Ninja Turtles
"Drama, Romance, Thriller",en,2015-02-11,5.9,senior; rich; christian,Fifty Shades of Grey
Action,en,2021-11-15,6.6,fighting; lured; or,Never Back Down: Revolt
"Animation, Family, Comedy, Fantasy",en,2021-01-15,8.1,reconnect; magic; possibilities,Wish Dragon
"Animation, Comedy, Family, Adventure",en,2002-03-10,7.3,along; woolly; its,Ice Age
"Action, Adventure, Comedy",en,2019-08-01,6.9,future; smack; hobbs,Fast & Furious Presents: Hobbs & Shaw
"Animation, Comedy, Family",en,1999-10-30,7.6,high; daring; meets,Toy Story 2
Action,en,2021-08-18,6.8,justice; left; responsible,Sweet Girl
Thriller,fr,2021-08-18,7.5,police; neighborhoods; else,The Stronghold
"Animation, Adventure, Family, Western",en,2021-05-20,7.5,frontier; named; befriends,Spirit Untamed
"Action, Thriller",en,2021-04-29,7.1,wife; navy; pregnant,Tom Clancy's Without Remorse
"Adventure, Fantasy",en,2010-10-17,7.8,beloved; harry; harry's,Harry Potter and the Deathly Hallows: Part 1
"Animation, Science Fiction, Fantasy, Action",en,2021-10-09,7.8,killed; freedomfighting; decides,Injustice
"Horror, Thriller, Comedy",pl,2021-10-27,4.0,horrible; insecure; fears,Nobody Sleeps in the Woods Tonight 2
Action,en,2021-03-06,5.9,hitman; loose; seemingly,American Badger
"Animation, Action, Science Fiction, Drama",ja,2021-03-08,8.5,prove; still; however,Evangelion: 3.0+1.0 Thrice Upon a Time
"Animation, Family",en,2021-10-08,6.8,sisters; bee; movie,LOL Surprise: The Movie
"Animation, Family, Fantasy",en,2009-02-05,7.8,crosses; buttons; neglected,Coraline
"Science Fiction, Adventure, Mystery, Action, Thriller, Fantasy, Comedy",fr,2020-11-19,6.2,parisian; dismantle; exsuperheroes,How I Became a Superhero
"Animation, Comedy, Action, Family, Crime",en,2022-03-17,0.0,bad; wolf; countless,The Bad Guys
"Science Fiction, Action",en,2018-09-28,6.9,comeback; symbiote; powerful,Venom
"Action, Comedy",fr,2021-07-30,6.8,son; met; trouble,The Last Mercenary
"Animation, Family, Adventure, Comedy",en,2011-06-11,6.0,star; intriguing; car,Cars 2
Documentary,en,2022-02-09,7.4,investigators; profit; each,Downfall: The Case Against Boeing
"Animation, Comedy, Family, Fantasy",en,2007-06-28,7.8,ideally; rat; food,Ratatouille
Animation,en,2021-12-02,7.2,together; mickey; dog,Mickey and Minnie Wish Upon a Christmas
"Animation, Science Fiction, Action",ja,1993-03-06,7.2,king; unknown; saiyan,Dragon Ball Z: Broly – The Legendary Super Saiyan
"Fantasy, Action, Adventure",en,2022-05-04,0.0,mindbending; realities; alternate,Doctor Strange in the Multiverse of Madness
"Mystery, Crime, Drama, Thriller",en,2022-02-09,6.7,cut; enough; idyllic,Death on the Nile
"Action, Crime, Horror, Thriller",en,2021-05-14,6.3,attempted; vegas; zone,Army of the Dead
"Family, Comedy",en,2021-11-12,5.2,left; max; married,Home Sweet Home Alone
"Action, Drama, Horror, Science Fiction, Thriller",en,2009-09-04,6.1,chain; car; events,Carriers
"Action, Drama",en,2016-08-01,7.0,accidentally; killed; installment,Boyka: Undisputed IV
"Action, Adventure, Science Fiction",en,2009-10-10,5.8,crust; information; world's,2012
Romance,en,2021-07-06,3.3,female; properly; lead,Why Women Cheat
"Animation, Comedy, Family, Music",en,2016-11-23,7.1,buster; drum; koala,Sing
"Adventure, Action, Thriller, Science Fiction",en,2011-06-16,5.2,superpowers; balance; earth,Green Lantern
"Action, Horror, Thriller",ko,2020-07-15,6.9,soldier; postapocalyptic; peninsula,Peninsula
Comedy,en,2015-06-25,6.3,parent; ted; he's,Ted 2
Drama,ja,1985-01-15,5.9,any; men; highschool,High School Teacher: Maturing
"Action, Adventure, Fantasy",en,2017-05-30,7.3,human; conflict; princess,Wonder Woman
"Action, Thriller, Crime",en,2022-03-04,4.7,dangerous; within; million,A Day to Die
"Action, Adventure, Science Fiction",en,2021-03-12,4.2,outer; remote; planets,Cosmic Sin
"Adventure, Fantasy, Action",en,2007-05-19,7.2,swann; believed; dead,Pirates of the Caribbean: At World's End
"Horror, Action, Fantasy",en,2010-01-21,5.8,hope; faith; archangel,Legion
"Animation, Comedy, Romance, Drama, Fantasy",ja,2019-06-15,8.4,high; mai; appearance,Rascal Does Not Dream of a Dreaming Girl
"Family, Comedy, Adventure, Animation, Fantasy",en,2021-03-25,7.3,reputation; kind; garden,Peter Rabbit 2: The Runaway
"Animation, Action, Science Fiction",ja,2013-03-30,6.8,destruction; stop; also,Dragon Ball Z: Battle of Gods
"Animation, Family, Fantasy, Comedy, Music, Adventure",en,2021-09-23,8.1,believes; hero; unicorns,My Little Pony: A New Generation
Action,en,2021-01-08,6.3,terrorists; dark; wife,Redemption Day
"Adventure, Action, Science Fiction",en,2012-01-19,6.1,sean; partners; island,Journey 2: The Mysterious Island
"Drama, Comedy, Romance",en,2010-11-22,7.0,anything; match; themselves,Love & Other Drugs
"Fantasy, Drama, Romance, History",en,2022-01-21,7.4,daughter's; capture; king,The King's Daughter
"Action, Comedy, Adventure",en,2018-05-10,7.5,evil; cable; wisecracking,Deadpool 2
"Action, Crime, Thriller",en,2017-04-12,6.9,dom; seduces; crew,The Fate of the Furious
"Fantasy, Action",en,2008-07-01,6.3,inflicted; purpose; slip,Hancock
"Science Fiction, Adventure, Thriller",en,2014-11-19,6.8,symbol; rebellion; reluctantly,The Hunger Games: Mockingjay - Part 1
"Animation, Action, Science Fiction",ja,1994-03-12,6.7,pod; freezes; coma,Dragon Ball Z: Broly – Second Coming
"Horror, Thriller",en,2013-07-18,7.5,confront; forced; themselves,The Conjuring
"Comedy, Romance",ko,2021-06-04,7.9,longdistance; challenges; relationship,Sweet & Sour
Drama,es,2021-11-12,4.0,accommodate; people:; were,The Belly of the Sea
"Action, Animation",ja,2020-11-27,3.5,girls; series; ground,Grisaia: Phantom Trigger The Animation
"Adventure, Fantasy",en,2016-11-16,7.3,congress; escape; habitats,Fantastic Beasts and Where to Find Them
"Action, Drama, Horror, Science Fiction, Thriller",en,2013-06-20,6.8,suddenly; former; disease,World War Z
"Animation, Music, Family",en,2021-08-20,7.3,arts; swaps; broadway,"Barbie: Big City, Big Dreams"
"Animation, Action, Adventure, Comedy, Family, Fantasy, Science Fiction",en,2021-06-20,6.9,looney; astonished; jam,Teen Titans Go! See Space Jam
"Action, Comedy",en,2021-07-15,6.7,bouncer; resentful; furious,Jolt
"Animation, Family, Comedy, Fantasy",en,2020-10-23,6.9,snowy; mountains; summerloving,Once Upon a Snowman
Crime,es,2021-10-08,6.9,nacho; meets; hold,Outlaws
"Animation, Action, Fantasy",en,2021-08-30,8.0,earthrealm; shao; forces,Mortal Kombat Legends: Battle of the Realms
"Action, Thriller",en,2021-06-11,6.2,including; store; hostages,Rogue Hostage
"Drama, Romance",en,2018-01-17,6.7,role; behind; connection,Fifty Shades Freed
"Action, Science Fiction, Fantasy",en,2020-11-20,5.0,balance; ancient; joins,Jiu Jitsu
"Action, Thriller, Crime",en,2009-04-16,6.0,faces; regular; mobster,Crank: High Voltage
"Adventure, Fantasy, Action",en,2001-12-18,8.4,falling; place; destination:,The Lord of the Rings: The Fellowship of the Ring
"Animation, Family, Adventure",en,1998-06-18,7.9,mushu; shang; li,Mulan
"Adventure, Fantasy, Action",en,2011-04-21,6.8,recklessly; god; villain,Thor
"Comedy, Drama, Romance",en,2008-05-12,6.6,married; york; inadvertently,Sex and the City
Thriller,en,2021-07-30,6.4,break; survive; steal,Masquerade
"Animation, Family, Fantasy",en,1989-11-17,7.4,impetuous; everything; villainous,The Little Mermaid
"Comedy, Romance",es,2021-07-30,6.8,multiple; relationships; oscillating,More the Merrier
Horror,es,2021-05-05,6.2,secrets; house; dark,The Exorcism of Carmen Farias
"Action, Horror, Thriller",ko,2016-07-20,7.8,outbreak; outbreak; train,Train to Busan
"Animation, Family, Adventure, Fantasy",en,2013-11-20,7.3,true; true; snowman,Frozen
"Animation, Fantasy, Action",ja,2012-07-28,7.6,attack; executing; sealed,Naruto Shippuden the Movie: Road to Ninja
"Action, Science Fiction, Adventure",en,2010-07-15,8.4,person's; targets; skilled,Inception
"Crime, Thriller",en,2021-02-27,8.1,don; candles; 18th,Girl in the Basement
"Comedy, Romance, Drama",en,2009-06-01,7.1,forces; book; status,The Proposal
"Animation, Adventure, Action, Fantasy",ja,2020-02-01,7.6,order; goblins; north,Goblin Slayer: Goblin's Crown
"Family, Fantasy, Animation, Romance",en,1950-02-22,7.0,clock; godmother's; true,Cinderella
Horror,es,2021-10-21,7.0,coworker; control; makes,El amarre
Comedy,en,2009-06-02,7.3,supposed; seem; best,The Hangover
"Adventure, Comedy, Family, Fantasy",en,2005-07-13,7.0,maker; boy; led,Charlie and the Chocolate Factory
"Action, Adventure, Science Fiction",en,2018-06-06,6.6,once; dearing; jurassic,Jurassic World: Fallen Kingdom
"Thriller, Action, Crime",en,2017-02-08,7.3,seize; associate; wick,John Wick: Chapter 2
"Comedy, Family",es,2021-12-17,7.5,job; fun; problem:,Mamá o papá
"Family, Adventure, Animation, Comedy, Fantasy, Drama",en,2019-06-19,7.6,alongside; care; taking,Toy Story 4
"Fantasy, Drama, Romance",en,2008-11-20,6.3,edward's; bella; fatal,Twilight
"Crime, Comedy, Action, Adventure",en,2014-12-13,7.6,supersecret; unrefined; recruits,Kingsman: The Secret Service
"Drama, Crime",en,2021-11-24,7.6,crime; forgive; violent,The Unforgivable
"Action, Science Fiction, Adventure",en,2013-07-11,6.8,untested; final; mounting,Pacific Rim
"Family, Animation",en,2020-09-10,7.0,power; fly; make,PAW Patrol: Jet To The Rescue
"Drama, Romance",en,1997-11-18,7.9,15; 1912; rose,Titanic
"Adventure, Fantasy, Action",en,2012-11-26,7.3,smaug; gandalf; thirteen,The Hobbit: An Unexpected Journey
"Horror, Thriller",en,2016-06-08,7.3,lorraine; single; house,The Conjuring 2
"Comedy, Romance",it,2022-01-05,6.2,combinations; different; challenging,Four to Dinner
"Action, Thriller",en,2016-10-19,5.9,undertakes; susan; treason,Jack Reacher: Never Go Back
"Adventure, Action, Science Fiction, Thriller",en,2022-06-08,0.0,hunt—alongside; once; beings,Jurassic World Dominion
Crime,fi,2021-10-27,6.9,body; judge; voting,Bordertown: The Mural Murders
"Action, Thriller",en,2021-06-03,5.5,recruited; thieves; implications,The Misfits
"Drama, Science Fiction, Thriller",en,2021-06-09,6.0,jill; exsoldier; ability,Awake
"Thriller, Drama, Crime",hi,2021-11-19,7.2,cynical; anchor; may,Dhamaka
Drama,en,1999-10-15,8.4,catches; spiral; forming,Fight Club
"Adventure, Family, Animation",en,2019-07-12,7.1,destiny; resulting; plans,The Lion King
"Thriller, Horror, Mystery",en,2021-09-01,7.0,discovers; terrifying; worsens,Malignant
"Action, Adventure, Drama, Family",en,2010-06-10,6.5,parries; nowhere; make,The Karate Kid
"Action, Science Fiction, Fantasy",en,2022-03-30,0.0,michael; morbius; success,Morbius
"Comedy, Family, Romance",es,2022-02-09,4.0,mentions; everything; looking,¡Qué Despadre!
"Horror, Thriller",en,2021-01-26,6.0,jen; warnings; off,Wrong Turn
"Action, Adventure, Science Fiction, Fantasy, Drama",en,2023-06-23,0.0,travels; act; flash,The Flash
"Action, Adventure, Science Fiction",en,2018-02-13,7.4,wakanda; t'challa; members,Black Panther
"Animation, Drama",ja,2016-09-17,8.4,speak; shouko; shouya,A Silent Voice: The Movie
"Animation, Family",en,2003-05-30,7.8,barrier; along; reef,Finding Nemo
"Thriller, Action",en,2014-12-16,6.2,bryan; set; unique,Taken 3
"Adventure, Fantasy, Action",en,2003-12-01,8.5,broken; heart; fellowship,The Lord of the Rings: The Return of the King
Horror,en,2003-05-21,6.2,psychopathic; hitchhiker; killers,The Texas Chainsaw Massacre
"Animation, Family, Comedy",en,2021-07-30,7.6,kinkajou; lifetime; destiny,Vivo
"Animation, Action",en,2020-10-13,7.2,name; mother; joker,Batman: Death in the Family
"Animation, Drama, Fantasy, Romance",ja,2019-06-19,8.1,many; strongwilled; strange,Weathering with You
"Action, Adventure, Animation, Family",en,2004-10-27,7.7,bob; heroic; adjuster,The Incredibles
Comedy,en,2021-03-04,6.6,discovers; knew; once,Coming 2 America
Comedy,fr,2021-09-15,6.3,never; work; value,Spoiled Brats
"Action, Science Fiction, Adventure",en,2008-04-30,7.6,armor; billionaire; captive,Iron Man
Thriller,en,2021-08-16,6.1,jewish; like; holocaust,Plan A
"Horror, Thriller, Mystery",en,2021-07-01,6.8,played; escape; people,Escape Room: Tournament of Champions
"Science Fiction, Action, Fantasy",en,1997-06-20,4.3,relationship; gotham; freeze,Batman & Robin
"Action, Fantasy, Horror",en,2012-06-20,5.7,lincoln's; crush; supernatural,Abraham Lincoln: Vampire Hunter
"Action, Adventure, Science Fiction, Thriller",en,2015-06-06,6.7,jurassic; envisioned; originally,Jurassic World
Documentary,en,2017-03-28,5.5,vhs; struggle; former,After Porn Ends 2
"Action, Adventure, Drama",ja,2021-04-23,7.9,strongest; enishi; yet:,Rurouni Kenshin: The Final
"Thriller, Animation, Action, Comedy, Horror, Mystery",ja,2011-07-30,7.2,leader; power; imprisonment,Naruto Shippuden the Movie: Blood Prison
"Action, Comedy, Thriller, Horror",no,2021-07-30,6.7,lakeside; visitors; secret,The Trip
Comedy,en,2010-06-24,6.3,holiday; high; former,Grown Ups
"Animation, Action, Science Fiction",ja,1994-07-09,5.8,satan; decide; owes,Dragon Ball Z: Bio-Broly
"Adventure, Action, Fantasy",en,2017-05-23,6.6,sparrow; old; illfortune,Pirates of the Caribbean: Dead Men Tell No Tales
"Animation, Comedy, Family, Adventure",en,2009-06-26,6.7,tiger; changing; meet,Ice Age: Dawn of the Dinosaurs
Drama,en,2021-02-25,4.2,came; survival; crucified,The Penitent Thief
"Animation, Adventure",ja,2020-12-25,7.3,pokémon; okoya; pokémon,Pokémon the Movie: Secrets of the Jungle
"Mystery, Adventure, Comedy",en,2002-06-14,6.0,others; invited; apart,Scooby-Doo
"Animation, Family",en,2010-11-24,7.6,curious; unlikely; looking,Tangled
"Action, Adventure, Science Fiction",en,2013-04-18,6.9,terrorist; mandarin; formidable,Iron Man 3
"Action, Adventure, Fantasy",en,2010-06-30,4.7,nations; line; enslaving,The Last Airbender
"Western, Action",en,2021-09-10,5.8,blake; marshal; britt,Catch the Bullet
"Adventure, Comedy, Fantasy",en,2019-12-04,7.0,brave; unknown; escape,Jumanji: The Next Level
"Drama, Romance",en,2017-02-08,6.5,circle; demands; couple,Fifty Shades Darker
"Animation, Family, Comedy, Music, Fantasy",en,2021-08-20,7.8,ancestral; loud; castle,The Loud House Movie
"Drama, Romance",ko,2020-07-06,7.3,i; korea; deep,The Secret to Be Told: Relationship With My Aunt
"Drama, Comedy",es,2021-10-05,6.1,meets; donor; cosmos,This Is Not a Comedy
"Horror, Mystery",en,2021-06-28,6.8,centuries; slayings; brutal,Fear Street: 1994
"Action, Adventure, Fantasy, Science Fiction",en,2017-11-15,6.1,wayne; allen; diana,Justice League
"Action, Adventure, Animation, Family",en,2018-06-14,7.5,day; care; challenge,Incredibles 2
"Science Fiction, Adventure, Action",en,2018-03-28,7.6,dies; video; contest,Ready Player One
"Fantasy, Adventure",en,2022-04-07,0.0,grindelwald's; truest; loyalty,Fantastic Beasts: The Secrets of Dumbledore
"Animation, Family",en,2021-12-09,7.4,midnight; throwing; visiting,Snoopy Presents: For Auld Lang Syne
Comedy,en,2000-07-07,6.3,parody!; your; razorsharp,Scary Movie
"Horror, Thriller, Mystery",en,2021-09-29,6.0,immigrant; search; house,No One Gets Out Alive
"Adventure, Drama, Science Fiction",en,2014-11-05,8.4,surpass; interstellar; voyage,Interstellar
"Animation, Family, Action, Comedy, Science Fiction, Fantasy",en,2017-02-08,7.2,bruce; deal; wishes,The Lego Batman Movie
"Action, Adventure, Fantasy",en,2019-05-03,7.0,across; intelligent; do,Pokémon Detective Pikachu
Action,en,2021-09-10,6.7,process; bond; 24,Kate
"Adventure, Family, Fantasy",en,2005-12-07,7.1,evil; winter; aided,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
"Comedy, Family",en,1998-07-28,7.1,identical; age; parker,The Parent Trap
"Romance, Family, Animation, Fantasy",en,1991-10-22,7.7,beauty; staff; within,Beauty and the Beast
"Animation, Adventure",en,2019-04-18,7.9,ends; distant; celestial,The Pilgrim's Progress
"Action, Adventure, Fantasy",en,2013-10-30,6.6,plunge; thor; cannot,Thor: The Dark World
"Animation, Family, Fantasy",ja,1997-03-26,6.7,son; goku; heart,Dragon Ball GT: A Hero's Legacy
"Animation, Comedy, Family",en,2007-07-25,7.0,springfield; pollutes; accidentally,The Simpsons Movie
"Action, Thriller, Crime",en,2019-05-15,7.4,guild; assassin’s; superassassin,John Wick: Chapter 3 - Parabellum
"Action, Drama, Science Fiction",en,2017-02-28,7.8,professor; cares; mutant,Logan
"Science Fiction, Action, Adventure",en,2014-06-25,5.9,moon; powerful; control,Transformers: Age of Extinction
"Animation, Family, Adventure, Drama, Comedy",en,2015-06-09,7.9,how; no; fear,Inside Out
"Thriller, Action, Crime",en,2020-01-15,7.2,miami; crises; department,Bad Boys for Life
"Science Fiction, Thriller",en,2021-04-08,6.2,embark; distant; future,Voyagers
"Science Fiction, Action, Thriller, Adventure",en,2015-06-23,5.9,plot; forever; attack,Terminator Genisys
"Adventure, Fantasy, Action",en,2002-12-18,8.4,sam; tower; along,The Lord of the Rings: The Two Towers
"Comedy, Thriller, Drama",ko,2019-05-30,8.5,unexpected; wealthy; interest,Parasite
"Crime, Drama",en,2021-09-22,6.7,challenge; allpowerful; teenager,The Many Saints of Newark
"Action, Comedy, Mystery, Crime",en,2016-06-15,6.4,espionage; pal; international,Central Intelligence
"Animation, Comedy, Family, Adventure",en,2009-05-28,7.9,named; age; globe,Up
"Drama, Crime, Thriller",en,2009-10-15,7.3,attorney; hands; bargain,Law Abiding Citizen
"Thriller, Adventure, Action",en,2010-08-03,6.2,sniper; south; heavy,The Expendables
"Horror, Mystery",en,2021-07-08,7.3,history; groups; mystery,Fear Street: 1978
"Action, Crime",en,2020-02-05,7.0,harley; hit; crime,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)
"Family, Fantasy, Comedy",pl,2021-12-06,6.3,figure; live; santa,David and the Elves
"Science Fiction, Action, Thriller",en,2010-07-03,6.2,killers; planet; alien,Predators
"Thriller, Crime",en,2021-02-19,6.5,comes; line; lucrative,Body Brokers
"Science Fiction, Action",en,2020-10-25,5.6,alien; corley; mercenaries,Skylines
"Horror, Thriller",en,2022-03-03,7.0,dating; noa; frustrated,Fresh
Documentary,it,2016-06-24,5.5,peaceful; increasing; shaking,Porn to Be Free
Science Fiction,en,2020-08-31,5.7,destroying; earth's; prisoner,Solitary
"Horror, Crime, Mystery",en,2021-05-12,6.2,zeke; banks; murders,Spiral: From the Book of Saw
"Action, Adventure, Comedy, Crime, Thriller",en,2017-09-20,7.0,merlin; attack; forced,Kingsman: The Golden Circle
"Family, Comedy, Fantasy, Animation",en,2021-04-30,7.1,set; ‘soul’; revelation,22 vs. Earth
"Action, Thriller, Crime, Adventure",en,2015-04-01,7.3,comatose; toretto; seeks,Furious 7
"Adventure, Action, Science Fiction",en,2017-04-19,7.6,guardians; together; quill's,Guardians of the Galaxy Vol. 2
"Animation, Family, Comedy",en,2010-06-16,7.8,return; toys; center,Toy Story 3
"Thriller, Horror",en,2021-01-26,6.2,dead; internal; guilty,Caged
