Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Comedy, Romance",pl,2021-02-11,6.1,starts; model; renowned,Squared Love
Drama,en,1995-08-11,6.9,decorum; cost; having,Dangerous Minds
"Animation, Adventure, Fantasy, Family",en,2010-08-22,5.8,he's; infiltrate; thus,Arthur 3: The War of the Two Worlds
"Animation, Family, Comedy",en,2017-01-17,6.3,paige; mr; cody,Surf's Up 2: WaveMania
"Family, Adventure, Animation, Comedy, Mystery",en,2013-08-20,7.8,finalists; vengeful; show,Scooby-Doo! Stage Fright
"Drama, Mystery, Crime",es,2018-04-19,6.3,danger; answers; search,Perdida
"Animation, Fantasy, Action, Adventure",zh,2021-07-23,8.7,fahai's; sister; xiao,Green Snake
"Comedy, Romance, Science Fiction",en,2020-07-10,7.3,carefree; themselves; wedding,Palm Springs
"Drama, History",en,2016-11-25,6.7,seretse; ruth; true,A United Kingdom
Thriller,en,2020-04-30,6.4,threatens; shocking; passes,Inheritance
"Action, Thriller",en,1995-07-13,5.7,command; casey; weapons,Under Siege 2: Dark Territory
Drama,en,2005-09-29,6.7,like; professional; angeles,Goal!
"Action, Adventure, Comedy, Family",en,2003-03-14,5.4,teenager; hatched; agent,Agent Cody Banks
"Science Fiction, Animation, Action, Adventure",en,2011-02-22,7.0,revealing; luthor; poisoning,All Star Superman
"Drama, Crime, Documentary",en,2018-06-01,6.8,lexington; execute; kentucky,American Animals
Western,en,1968-07-31,6.8,oath; lynch; hanging,Hang 'em High
"Adventure, Animation, Music, Fantasy, Comedy",en,2016-10-01,7.4,surprised; newfound; 6,My Little Pony: Equestria Girls - Legend of Everfree
"Adventure, Comedy, Family, Romance",en,1997-07-15,5.6,rain; tookie; buff,George of the Jungle
"Thriller, Science Fiction, Mystery",en,2022-03-11,0.0,mysteriously; police; black,Outsiders
Drama,ar,2018-09-20,8.2,beirut; denied; refugee,Capernaum
"Family, Animation, Comedy, Adventure",en,2015-02-05,7.0,mix; shaun; flock,Shaun the Sheep Movie
"Action, Adventure, Comedy, Fantasy",en,1986-05-30,7.2,fiancee; physical; expected,Big Trouble in Little China
Comedy,en,2009-01-20,3.8,last; night; mishaps,18 Year Old Virgin
Animation,ja,1997-03-08,7.0,came; say; number,Doraemon: Nobita and the Spiral City
"Comedy, Fantasy, Romance",en,1984-03-09,6.3,sinker; fallen; businessman,Splash
"Action, Adventure, Fantasy, Science Fiction",en,2008-07-19,4.6,toward; oddsdefying; heroic,The Scorpion King 2: Rise of a Warrior
Comedy,en,2013-03-01,5.8,derail; jeff; risks,21 & Over
"Drama, Romance",en,2011-06-17,6.6,work; befriended; real,The Art of Getting By
"Comedy, Drama, Romance",en,1993-06-24,6.7,calls; meet; boy,Sleepless in Seattle
"Family, Animation, Comedy, Adventure",fr,1976-06-26,7.4,only; strong; prove,The Twelve Tasks of Asterix
"Adventure, Comedy, Family, Fantasy, Science Fiction",en,2009-07-31,5.6,vacation; aliens; protect,Aliens in the Attic
"War, Action, Drama, History",ko,2014-07-30,7.1,ships; japanese; iconic,The Admiral: Roaring Currents
"Action, Science Fiction",en,1999-08-05,5.5,action; again; supercomputer,Universal Soldier: The Return
"Science Fiction, Action",en,1998-10-23,6.3,sergeant; defeated; waste,Soldier
"Animation, Family, TV Movie, Comedy, Fantasy",en,2010-11-26,6.9,hang; every; together,Kung Fu Panda Holiday
"Comedy, Romance, Drama",en,2018-02-16,7.0,known; apart; destined,Irreplaceable You
Thriller,en,2013-09-13,4.0,four; common; woven,Final: The Rapture
"Horror, Thriller",en,2017-01-12,5.2,deadly; once; man's,The Bye Bye Man
"Comedy, Romance",en,2018-08-24,6.8,put; sizzling; former,Little Italy
Horror,en,2002-11-26,4.3,alive; rule; crosses,Shark Attack 3: Megalodon
"Adventure, Comedy, Crime",en,2000-08-30,7.3,south; search; across,"O Brother, Where Art Thou?"
"Science Fiction, Horror, Thriller",en,2020-06-12,6.4,water; trawler—marooned; west,Sea Fever
"History, Thriller, War",en,2016-08-12,7.1,december; jan; assassinate,Anthropoid
"Family, Animation, Adventure, Comedy, War",en,2005-03-25,5.5,someday; royal; cheated,Valiant
"Drama, Thriller",de,2008-03-11,7.5,manipulated; socialism; starts,The Wave
"Action, Adventure, Animation, Family, Comedy",en,2015-02-10,6.7,said; clone; decides,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League
"Mystery, Horror, Thriller",en,2006-09-25,5.7,isolated; estranged; woods,The Woods
Drama,en,2012-09-07,7.2,dodd; forms; onto,The Master
"Drama, Romance, War",en,1965-12-22,7.6,then; another; physician,Doctor Zhivago
"Comedy, Horror",en,2015-03-20,5.4,definite; warm; untouched,The Walking Deceased
"Horror, Thriller",en,2013-02-28,4.7,possessed; movie; returns,The Last Exorcism Part II
Comedy,en,1988-12-08,6.0,experiment; julius; seas,Twins
Thriller,en,2022-01-14,6.4,injured; chris; design,Shattered
"Thriller, Horror, Science Fiction",en,1995-04-28,6.0,american; leaves; doesn't,Village of the Damned
"Drama, Thriller, History",en,2006-12-11,6.3,though; discretion; morally,The Good Shepherd
"Family, Mystery, Animation, Comedy",en,2011-09-06,7.9,brave; doesn’t; shaggy,Scooby-Doo! Legend of the Phantosaur
Action,en,2017-08-04,5.3,fighting; tillman; stakes,Savage Dog
"Comedy, Horror",en,2016-10-21,5.7,fending; paranormal; watchful,Boo! A Madea Halloween
"Action, Crime, Drama, Thriller",en,2009-04-02,6.7,dom; if; behind,Fast & Furious
"Animation, Science Fiction",ja,2018-05-18,6.5,robotic; king; earth,Godzilla: City on the Edge of Battle
"Thriller, Mystery, Drama, Horror",en,2018-08-10,6.8,killer; things; neighbor,Summer of 84
"Drama, Comedy, Family",en,2011-12-08,6.7,large; start; daughter,We Bought a Zoo
"Comedy, History",en,1993-10-01,7.0,bobsled; jamaican; disqualified,Cool Runnings
"Fantasy, Horror, Thriller, Science Fiction",en,1997-08-22,6.0,later; monster; stop,Mimic
"Adventure, Comedy, Family, Science Fiction",en,1992-07-16,5.2,bunny; zapped; son,"Honey, I Blew Up the Kid"
"Animation, Adventure, Family, Comedy",fr,2019-01-30,7.0,reform; snow; falls,Minuscule 2: Mandibles from Far Away
"Drama, Thriller",en,1996-09-13,7.1,female; paranoid; meets,Bound
"Action, Adventure, Comedy, Crime, Drama, Thriller",cn,1996-02-10,6.4,simple; realizes; pawn,First Strike
"Thriller, Science Fiction",en,2013-09-19,7.3,night; events; troubling,Coherence
"Animation, Romance, Action, Fantasy",ja,1993-12-05,7.9,doesn't; childhood; mamoru,Sailor Moon R: The Movie
"Adventure, Drama, History",en,1997-09-12,7.2,outlook; transforms; harrer,Seven Years in Tibet
"Drama, History",en,2017-05-25,6.1,dday; hours; tickingclock,Churchill
Documentary,en,2021-02-05,7.1,walks; body; backgrounds,"Strip Down, Rise Up"
"Animation, Family, Comedy",en,1966-12-18,7.5,having; christmas; irritated,How the Grinch Stole Christmas!
"Romance, Drama",en,2021-03-12,6.8,newscaster; face; owner,Trust
"Action, Comedy, Crime, Romance, Thriller",en,2013-03-13,5.3,happily; brother; hippie,Cottage Country
"Drama, Thriller, Mystery, Horror",en,2017-10-27,7.2,siblings; live; plagued,Marrowbone
"Action, Comedy",cn,1992-04-16,7.2,faces; revolutionary; military,Once Upon a Time in China II
"Animation, Family, Comedy",en,2012-01-31,6.8,how; action; inadvertently,Kung Fu Panda: Secrets of the Scroll
"History, Drama",en,2021-05-28,5.8,mildred’s; struggles; propaganda,American Traitor: The Trial of Axis Sally
"Action, Thriller, Adventure, Crime",en,1997-11-14,6.3,target; russian; mvk,The Jackal
"Action, Thriller, Crime",en,1991-01-31,7.1,bank; could; gather,Point Break
"Drama, Comedy",en,1993-09-14,7.4,nocturnal; brit; embarks,Naked
"Horror, Mystery, Thriller",en,2017-04-27,5.6,battle; mentally; ill,The Crucifixion
"Comedy, Drama, Romance",en,2010-05-14,6.3,therapist; falls; basketball,Just Wright
"Science Fiction, Adventure, Action, Comedy, Family",en,1991-03-22,6.1,turtles; battle; wants,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
"History, Romance, Drama",en,1985-12-20,7.2,novel; author; karen,Out of Africa
"Action, Comedy, Horror, Western",en,2004-01-02,5.5,recent; droves; events,Tremors 4: The Legend Begins
"Comedy, Thriller, Crime, Mystery",en,1985-12-13,7.2,mansion; exposed:; blackmailing,Clue
"Family, Animation, Adventure",en,2002-02-19,6.3,balto; journey; self,Balto II: Wolf Quest
"Action, Crime, Comedy",en,2011-01-12,5.5,forces; far; employee,The Green Hornet
Horror,en,2018-05-05,5.5,project; house; past,Ouija House
"Action, Animation, Drama, Mystery",ja,2014-04-19,7.0,rendering; too; once,Detective Conan: Dimensional Sniper
"Family, Comedy, Fantasy, TV Movie",en,1998-09-22,4.6,addams; horrified; gomez,Addams Family Reunion
"Crime, Drama, Thriller",en,2016-07-13,6.6,scheme; money; pablo,The Infiltrator
"Action, Horror",en,2020-10-20,6.5,graboids; illegally; dangerous,Tremors: Shrieker Island
"Action, Comedy, Thriller",en,2014-10-14,6.1,ledger; off; whose,Stretch
"Action, Comedy",fr,2003-01-29,5.7,themselves; chinese; gang,Taxi 3
"Comedy, Drama, Romance",en,2011-03-04,6.0,invites; unrequited; best,Take Me Home Tonight
"Adventure, Drama, Comedy",en,2019-08-09,7.4,lived; carolina; crab,The Peanut Butter Falcon
"Comedy, Animation",en,2016-07-08,6.6,need; old; hilarious,Mower Minions
Comedy,fr,2018-05-02,5.9,cecile; france; age,MILF
"Action, Adventure, Crime, Drama, Thriller",en,2017-01-02,6.1,year; desperately; tries,Extortion
"Action, Drama, History, War",en,2016-06-24,6.7,battle; confederate; rebellion,Free State of Jones
Horror,en,2000-08-01,6.8,something; suburban; right,Ginger Snaps
"Drama, Horror",en,1968-06-12,7.8,moves; guy; starting,Rosemary's Baby
"Horror, Fantasy, Thriller",en,2020-01-30,6.0,stumble; evil; little,Gretel & Hansel
"Mystery, Adventure, Comedy, Romance, Drama",en,2001-04-10,5.5,eightyearold; joe; jackedup,Joe Dirt
Drama,en,2021-01-13,6.9,rise; driver; epic,The White Tiger
Horror,en,1990-10-26,5.2,proceed; community's; encounter,Graveyard Shift
"Drama, Science Fiction, Mystery",en,1997-07-11,7.4,astronomer; receives; radio,Contact
"Romance, Comedy, Drama",en,2012-04-20,5.8,jerry; youth;; retired,To Rome with Love
Documentary,en,2016-04-12,7.6,images; so; straight,I'm a Porn Star: Gay 4 Pay
"Mystery, Thriller",en,1959-07-08,8.0,spy; triggering; deadly,North by Northwest
"Documentary, TV Movie",fr,2001-12-23,5.8,twentieth; hobgoblins; modern,Once Upon a Time: The Super Heroes
"Science Fiction, Action",en,1953-08-13,6.9,residents; hills; invaders,The War of the Worlds
"Action, Fantasy, Horror, Science Fiction",en,2009-10-01,6.3,every; researcher; 2019,Daybreakers
"War, Action, Comedy, Drama",en,1986-12-05,6.8,bad; clashes; hardnosed,Heartbreak Ridge
"Crime, Drama, Thriller",en,2002-03-29,6.7,meg; really; newly,Panic Room
"Family, Animation",en,2014-09-11,6.2,beyond; maya; hornets,Maya the Bee Movie
"Comedy, Family, Animation, Adventure, Mystery",en,2019-02-05,8.0,investigation; gang; ghoul,Scooby-Doo! and the Curse of the 13th Ghost
"Comedy, Drama, Romance",en,1979-04-25,7.8,dating; middleaged; complicated,Manhattan
"Music, History, Drama",en,1973-08-15,7.1,judas; film; same,Jesus Christ Superstar
Comedy,en,2006-11-01,6.7,behavior; consequences; hysterical,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
Thriller,es,2020-09-16,6.1,reality; plot; unleashes,The Paramedic
"Documentary, Animation",da,2021-06-17,8.1,he’s; hidden; grapples,Flee
"Fantasy, Action, Adventure",en,1986-12-19,5.3,ten; fail; giant,King Kong Lives
"Action, Horror, Science Fiction",en,2009-02-27,4.8,anaconda; created; blood,Anacondas: Trail of Blood
"Action, Horror, Thriller, Science Fiction",en,2019-01-08,6.5,vengeance; sequel; city,The Car: Road to Revenge
Drama,en,2018-10-12,7.5,addicted; teenage; journalist,Beautiful Boy
"Comedy, Horror",en,2005-05-12,5.3,college; taste; southern,2001 Maniacs
"Fantasy, Science Fiction, Thriller",en,2019-08-29,6.0,reformed; highclass; sinister,Paradise Hills
"Crime, Drama, Mystery, Thriller",en,2017-06-09,5.1,chance; discovers; risking,Awakening the Zodiac
Comedy,en,2016-11-25,5.6,carol; intention; impress,Office Christmas Party
"Action, Thriller",en,1991-08-23,6.3,shipment; further; marlboro,Harley Davidson and the Marlboro Man
"Drama, Romance",en,2017-12-25,7.3,dressmaker; comes; present,Phantom Thread
"Animation, Adventure, Family",fr,2013-11-17,6.9,sparks; helps; ants,Minuscule: Valley of the Lost Ants
"Drama, Comedy, Family",en,2011-08-04,7.2,legendary; local; true,Red Dog
"Adventure, Animation, Comedy, Family, Music",en,2016-07-08,6.1,fulfill; motion; sky,Rock Dog
"Drama, Horror, Thriller",en,2009-05-20,6.7,'eden'; marriage; things,Antichrist
"Adventure, Comedy, Science Fiction, Family",en,2009-06-05,5.4,sucked; full; marshall,Land of the Lost
"Crime, Thriller",es,2020-07-24,6.5,valley; trilogy; baztan,Offering to the Storm
Documentary,en,2020-10-28,7.4,shafts; egypt’s; follows,Secrets of the Saqqara Tomb
Drama,es,2021-08-19,8.9,went; understand; wrong,"Ni tuyo, Ni mía"
"Drama, Horror, Mystery",en,2020-10-22,5.6,exhibit; troubled; survival,The Beach House
"Thriller, Mystery",en,2018-01-04,5.6,theirs; uninhabited; off,The Vanishing
"Horror, Science Fiction, Thriller",en,2016-09-01,5.8,riskmanagement; whether; environment,Morgan
"Action, Thriller",fr,1990-02-21,7.1,government; controlled; murder,La Femme Nikita
"Science Fiction, Thriller",en,2021-07-23,4.6,uneasy; beyond; remmy,Settlers
"Animation, Comedy, Family",en,2022-02-02,6.7,film; 1920s; city,Fireheart
"Animation, Family, Adventure, Action, Comedy, Drama",ja,2014-07-19,6.4,fall; land; live,Pokémon the Movie: Diancie and the Cocoon of Destruction
Action,cn,2007-07-26,6.9,merciless; mainland; arrests,Flash Point
"Drama, Music",en,2022-06-22,0.0,elvis; colonel; tom,Elvis
"Comedy, Horror, Science Fiction",en,1988-05-27,6.4,crash; victims; rural,Killer Klowns from Outer Space
"Drama, Crime, History",en,2019-12-25,8.0,true; stevenson; evidence,Just Mercy
"Thriller, Crime, Action",en,2009-06-10,6.3,city; subway; men,The Taking of Pelham 1 2 3
"Action, Adventure, Comedy, Family",en,1999-07-23,4.4,damaged; press; along,Inspector Gadget
"Fantasy, Horror, Thriller",en,1992-04-10,5.9,breed; mary; feeding,Sleepwalkers
"Comedy, Crime, Science Fiction",en,2002-07-26,6.0,villains; fight; stop,Austin Powers in Goldmember
"Drama, Thriller",en,2020-02-14,4.9,journalist; abandons; turning,The Last Thing He Wanted
Drama,en,2016-05-06,7.4,legend; brazilian; football,Pelé: Birth of a Legend
"Animation, Family, Adventure",en,2017-05-18,6.0,2100; extravagant; ocean,Deep
"Romance, Drama",en,2015-11-20,7.5,departmentstore; 1950s; better,Carol
"Action, Adventure, Animation, Comedy, Romance",ja,1991-08-16,5.7,social; vendor; princess),Urusei Yatsura: Always My Darling
"Drama, History, War",de,1993-01-20,7.3,progress; men; lieutenant,Stalingrad
"Drama, History",en,1960-07-07,7.8,atheist; candidate; adversary,Inherit the Wind
"Crime, Mystery, Thriller",en,2002-09-09,6.8,publicist; laser; told,Phone Booth
"Animation, Family",en,2020-11-24,5.5,viking; giving!; —,Dragons: Rescue Riders: Huttsgalor Holiday
"Action, Crime, Horror",ja,2001-12-22,7.1,able; inflict; kakihara,Ichi the Killer
"Fantasy, Animation, Family",it,2007-11-29,6.9,greatest; evil; kingdom,Winx Club: The Secret of the Lost Kingdom
"Crime, Drama, Thriller",en,2002-07-12,7.4,sullivan; run; killing,Road to Perdition
"Fantasy, Animation, Horror, Action",en,2022-05-03,0.0,wakes; eerie; fortunately,Constantine: The House of Mystery
"Romance, Drama",en,2020-10-16,7.7,people; opposites; bring,2 Hearts
"Horror, Science Fiction, Thriller",en,2000-08-17,6.3,comatose; journeys; inside,The Cell
Documentary,en,2021-02-12,7.6,identities; these; behind,Marvel's Behind the Mask
"Action, Thriller, Drama",en,2022-03-04,6.0,fight; morel; together,Asking For It
"Animation, Family, Music",en,1944-07-21,6.4,popup; south; wild,The Three Caballeros
"Action, Drama",ja,2021-07-09,8.0,suddenly; gang; aims,Tokyo Revengers
"Action, Science Fiction",en,1971-05-20,6.3,intrigued; research; spacecraft,Escape from the Planet of the Apes
Comedy,es,2016-03-17,6.9,funeral; latter; entire,The Bribe of Heaven
"Romance, History",en,2019-06-28,7.3,betrayal; trapped; herself,Ophelia
"Drama, Thriller, Crime",en,2004-09-30,7.0,diehard; rules; awry,Layer Cake
"Comedy, Drama, Romance",en,2017-09-07,6.1,mom; turn; los,Home Again
"Music, Documentary",en,2017-03-11,6.8,record; embarks; dna,Residente
"Drama, Thriller",en,1996-07-17,6.5,energy; car; accident,Crash
"Animation, Drama, Family, Fantasy",en,1994-03-29,6.5,woods; prince; fairy,Thumbelina
Horror,en,2005-07-08,5.5,apartment; near; ceiling,Dark Water
Horror,en,2015-10-01,5.4,train; morning; survive,Howl
"Science Fiction, Action",en,1996-05-02,4.0,cora; tense; reunited,Barb Wire
"Adventure, Comedy, Drama",en,2016-03-31,7.7,together; kid; forced,Hunt for the Wilderpeople
"Horror, Science Fiction",en,1998-12-25,6.5,really; another; high,The Faculty
"Action, Adventure, Comedy, Family",en,1991-08-09,5.0,rasche); t; prison,Bingo
"Action, Comedy, Science Fiction",en,2017-01-17,4.2,race; competitors; control,Death Race 2050
"Comedy, Romance",en,2008-04-30,6.4,serial; honor; relationship,Made of Honor
"Action, Adventure, Science Fiction",en,2003-11-26,5.7,rescued; long; retrieve,Timeline
Comedy,en,2015-06-26,6.3,done; chance; twelve,Sleeping with Other People
Comedy,it,2001-01-26,5.2,then; mom; trip,Sexy Comedy
"Action, Drama, Thriller, War",en,2001-11-30,6.3,serbian; officer; something,Behind Enemy Lines
"Thriller, Romance",tl,2022-01-14,5.8,exboss; al; newlyweds,Hugas
"Comedy, Romance",en,1984-08-15,6.2,sneak; looks; infatuated,The Woman in Red
"Animation, Action, Science Fiction, Adventure",ja,2013-12-30,6.5,deadly; shinbo; ray,Neppuu Kairiku Bushi Road
"Drama, Thriller, Adventure, Horror",en,2017-10-06,6.4,violent; struggles; 48,Cargo
Action,en,2018-01-12,5.7,teams; along; brothers,Acts of Violence
"Documentary, Music",en,2015-03-23,7.8,filmmaker; authorized; never,Cobain: Montage of Heck
"Drama, Comedy",en,2021-02-12,5.8,frances’s; dead; anonymously,French Exit
"Adventure, Action, Romance, Drama",en,1990-06-27,6.3,might; driver; turns,Days of Thunder
"Adventure, Animation, Family, Fantasy",en,1996-04-12,6.5,bag; away; flies,James and the Giant Peach
"Comedy, Drama",en,1997-12-25,7.0,weeks; public; sexual,Wag the Dog
"Family, Science Fiction, Adventure",en,1986-07-30,6.9,gets; aged; just,Flight of the Navigator
"Action, Comedy",en,2017-05-03,5.4,women; mom; attempt,Snatched
"Romance, Comedy",pt,2021-11-18,6.3,difference; size; falls,Just Short of Perfect
"Drama, Horror, Thriller",en,2007-04-27,5.8,college; died; there,Wind Chill
"Drama, History",en,2006-05-24,6.6,retelling; queen; versailles,Marie Antoinette
Horror,en,2020-10-28,6.3,seeks; everpresent; cell,Come Play
"Comedy, Family",en,1961-05-13,7.1,camp; mother; later,The Parent Trap
"Drama, Romance",en,2014-10-15,7.5,reunite; return; former,The Best of Me
Drama,fr,2016-08-26,7.2,louis; writer; long,It's Only the End of the World
"Comedy, Family, Music, Romance",en,1982-06-11,5.1,motorcycle; heart; tbirds,Grease 2
"Comedy, Animation, Adventure",es,2014-08-30,6.5,mortadelo; uncontrollable; population,Mortadelo and Filemon: Mission Implausible
"Drama, History",en,1965-02-15,6.4,including; christ's; christ's,The Greatest Story Ever Told
"Drama, Thriller",en,2015-05-31,5.9,says; living; nurse,Return to Sender
"Comedy, Horror, Action, Crime",en,2018-04-29,6.4,online; met; transferred,Daphne & Velma
"Comedy, Drama, Romance",en,1996-12-13,6.9,nice; willing; biggest,Jerry Maguire
"Science Fiction, Drama, Mystery, Thriller",en,2018-09-26,5.8,deep; space; survive,High Life
"Thriller, Horror",es,2011-10-14,7.1,barcelona; upperclass; very,Sleep Tight
"Animation, Fantasy, Horror",ja,1985-12-21,6.6,requests; hunter; thus,Vampire Hunter D
"Drama, History",en,2009-09-25,6.4,unique; science; foundation,Creation
"Action, Adventure, Comedy, Western",en,2003-02-06,6.1,even; murder; adventure,Shanghai Knights
"Action, Thriller, War, Drama",zh,2018-02-16,6.9,spec; jiaolong; hostage,Operation Red Sea
"Comedy, Horror",en,2014-09-04,5.5,relationship; resurface; accident,Burying the Ex
"Music, Romance, Drama",en,2016-04-08,7.1,busking; encounters; crew,High Strung
Action,en,2019-02-01,6.4,surviving; never; power,Miss Bala
"Crime, Drama, Thriller",en,1993-11-24,7.5,escaped; us; boy,A Perfect World
"Drama, Romance",en,2003-12-19,6.9,california; katherine; teach,Mona Lisa Smile
"Horror, Thriller",en,2018-04-20,5.7,seeks; unyielding; agatha,St. Agatha
Comedy,en,1997-02-13,6.1,mecca; slots; again,Vegas Vacation
"Drama, Romance",en,1995-08-11,7.2,ii; unwed; pose,A Walk in the Clouds
Drama,en,1974-02-24,5.6,desires; psychological; evaluation,Porno Baby
"Western, Action, Fantasy, Horror",en,2017-08-30,5.0,comrades; actionpacked; guerrero,Dead Again in Tombstone
"Family, Comedy, Action",fr,2016-11-11,5.9,hundred; won't; together,Full Speed
Drama,fr,2014-10-01,6.4,chaos; touched; imam,The Apostle
"Romance, Drama",en,1989-12-22,5.3,lawyer; rio; selfmade,Wild Orchid
"Crime, Comedy, Drama",en,2019-07-12,6.0,thief; ultimate; behind,Lying and Stealing
"Action, Crime, Thriller",en,2016-09-23,4.9,paths; saves; danger,End of a Gun
"Adventure, Animation, Comedy, Family, Fantasy",en,2006-10-20,5.1,dash; mummy; alder,Casper's Scare School
"Comedy, Action",en,1997-01-17,5.6,haru; great; ashore,Beverly Hills Ninja
Comedy,en,2015-06-03,6.2,together; often; navigate,Entourage
"Crime, Drama",en,2003-09-20,7.1,something; daily; students,Elephant
"Animation, Family, Comedy",en,2011-06-16,7.0,bonnie's; barbie; room,Hawaiian Vacation
"Drama, Romance",fr,1999-05-12,5.7,writer; upperclass; journeys,Pola X
"Mystery, Thriller",en,2017-08-10,5.1,disturbing; husband; sight,All I See Is You
Documentary,en,2013-11-26,8.5,amc; season; documentary,No Half Measures: Creating the Final Season of Breaking Bad
"Animation, Action",ja,2014-08-24,8.3,brothers; akina's; prefecture,New Initial D the Movie - Legend 1: Awakening
"Drama, History",en,2020-09-25,7.8,police; protest; supposed,The Trial of the Chicago 7
"Romance, Drama",en,2015-10-20,7.3,choose; eilis; between,Brooklyn
"Thriller, History, Drama, Action",en,2019-03-14,7.6,risk; guests; making,Hotel Mumbai
"Comedy, Drama, Romance",id,2019-01-31,6.6,high; attend; others,Too Handsome To Handle
"Action, Adventure, Animation, Family",ja,2013-07-13,6.5,pikachu; city; mewtwo,Pokémon the Movie: Genesect and the Legend Awakened
Comedy,en,1999-02-19,7.4,day; decides; cubicle,Office Space
"Drama, Fantasy, Thriller",en,2020-01-17,7.1,indicted; husband; lawabiding,A Fall from Grace
"Adventure, Fantasy",fr,2021-07-21,7.1,following; series; oppose,Kaamelott: The First Chapter
"Thriller, Horror",ko,2010-08-12,7.8,dead; day; committed,I Saw the Devil
Drama,en,2016-04-08,7.2,hardy; earns; university,The Man Who Knew Infinity
"Thriller, Mystery",en,2013-02-27,5.8,spite; increasingly; dyatlov,The Dyatlov Pass Incident
